Settlement Date,Settlement Period,Gas,Coal,Oil,PumpedStorage,Hydro,Nuclear,Other,SolarUtility,WindOffshore,WindOnshore
05/02/2015,5,6184,14399,0,0,356,8521,64,0,956,1003
05/02/2015,3,6690,14539,0,0,355,8514,64,0,985,976
05/02/2015,4,6297,14524,0,0,355,8520,64,0,955,975
05/02/2015,7,6516,14053,0,0,355,8523,66,0,965,956
05/02/2015,9,6290,13718,0,0,356,8529,66,0,1054,909
05/02/2015,8,6375,13821,0,0,355,8520,66,0,1049,888
05/02/2015,10,6447,13766,0,0,356,8524,66,0,922,854
05/02/2015,11,7672,14222,0,0,356,8517,66,0,821,738
05/02/2015,12,8545,14376,0,0,356,8510,66,0,886,665
05/02/2015,13,10553,14808,0,0,361,8516,66,0,1140,604
05/02/2015,16,18388,15859,0,588,474,8502,65,0,1497,580
05/02/2015,14,13434,15225,0,0,378,8512,66,0,1292,567
05/02/2015,17,18041,15793,0,602,487,8506,65,2,1573,517
05/02/2015,15,17207,15586,0,236,453,8504,66,0,1338,507
05/02/2015,40,21106,14770,0,750,539,8152,67,0,2075,503
05/02/2015,41,20066,14723,0,510,507,8136,63,0,2096,499
05/02/2015,39,21590,15122,0,1009,563,8279,57,0,2106,487
05/02/2015,43,16294,14727,0,436,439,8224,60,0,1906,479
05/02/2015,42,18560,14724,0,339,444,8139,59,0,1959,476
05/02/2015,44,13840,14714,0,317,437,8355,60,0,1899,474
05/02/2015,18,18629,15833,0,393,465,8502,65,47,1418,467
05/02/2015,37,21699,15383,0,1222,810,8364,56,2,1998,454
05/02/2015,38,21675,15380,0,1039,676,8366,56,0,1997,453
05/02/2015,46,9692,14233,0,366,417,8351,60,0,1924,450
05/02/2015,48,7042,14238,0,0,387,8254,59,0,1857,446
05/02/2015,47,7627,14242,0,6,388,8354,60,0,1871,445
05/02/2015,45,11760,14463,0,370,429,8350,60,0,1887,433
05/02/2015,19,18742,15768,0,395,484,8511,66,91,1312,433
05/02/2015,20,19194,15736,0,353,481,8528,65,192,1255,420
05/02/2015,21,19201,15732,0,328,507,8196,64,293,1349,379
05/02/2015,35,21601,15379,0,1151,813,8358,56,104,1867,374
05/02/2015,22,19054,15721,0,357,516,8508,65,428,1297,372
05/02/2015,36,22066,15390,0,1331,811,8360,56,0,1954,370
05/02/2015,23,19483,15520,0,367,506,8435,65,563,1334,363
05/02/2015,34,20865,15348,0,521,748,8359,56,206,1747,353
05/02/2015,33,20093,15294,0,302,582,8362,66,307,1674,349
05/02/2015,24,19418,15611,0,444,487,8357,65,635,1147,343
05/02/2015,25,19659,15660,0,422,479,8362,65,708,1235,314
05/02/2015,32,19323,15237,0,314,560,8350,65,427,1632,313
05/02/2015,30,18923,15486,0,312,489,8357,66,606,1362,310
05/02/2015,31,18643,15388,0,303,528,8363,66,546,1446,308
05/02/2015,29,19299,15395,0,316,573,8360,65,666,1300,294
05/02/2015,26,19301,15690,0,668,528,8364,66,718,1133,293
05/02/2015,27,19385,15568,0,423,632,8368,65,728,1333,286
05/02/2015,28,19441,15489,0,407,628,8362,65,697,1245,284
06/02/2015,48,9244,13322,0,0,384,8134,63,0,1365,840
06/02/2015,47,9221,13711,0,0,386,8200,63,0,1403,794
06/02/2015,42,17858,14335,0,481,603,8364,61,0,1473,768
06/02/2015,39,21444,14593,0,1265,781,8353,60,0,1513,763
06/02/2015,41,19513,14530,0,495,611,8353,60,0,1498,761
06/02/2015,46,11410,14183,0,130,418,8348,63,0,1389,760
06/02/2015,40,20682,14565,0,764,643,8359,60,0,1515,749
06/02/2015,43,16361,14187,0,613,494,8366,67,0,1457,742
06/02/2015,44,14626,14209,0,304,449,8360,67,0,1427,738
06/02/2015,45,12955,14258,0,336,429,8365,63,0,1401,736
06/02/2015,38,21393,14690,0,1392,1016,8197,60,0,1514,730
06/02/2015,37,22090,14686,0,1650,995,8138,60,6,1519,715
06/02/2015,36,22360,14593,0,1771,960,8145,60,0,1529,630
06/02/2015,35,20859,14615,0,1392,933,8150,59,268,1543,601
06/02/2015,34,19611,14687,0,311,593,8286,59,539,1535,600
06/02/2015,32,17093,14428,0,318,492,8359,59,1024,1581,583
06/02/2015,30,17012,14304,0,311,473,8361,58,1314,1577,578
06/02/2015,31,16316,14371,0,307,493,8353,58,1238,1592,571
06/02/2015,29,17344,14285,0,309,467,8361,58,1390,1557,566
06/02/2015,33,18186,14555,0,293,511,8359,59,810,1556,563
06/02/2015,28,17041,14301,0,308,470,8359,58,1469,1553,529
06/02/2015,27,17520,14312,0,303,467,8365,59,1549,1555,527
06/02/2015,26,17556,14328,0,305,532,8358,60,1433,1549,504
06/02/2015,25,18048,14316,0,319,539,8330,60,1316,1561,492
06/02/2015,24,18368,14312,0,293,543,8169,60,1200,1564,484
06/02/2015,22,18639,14314,0,760,637,8144,59,887,1572,475
06/02/2015,21,19067,14310,0,847,649,8156,59,690,1602,468
06/02/2015,23,18702,14318,0,297,548,8131,59,1083,1567,463
06/02/2015,20,19601,14316,0,431,648,8292,59,453,1638,453
06/02/2015,19,19577,14307,0,285,683,8366,60,216,1665,441
06/02/2015,8,6794,13677,0,0,354,8161,60,0,1777,424
06/02/2015,7,7187,13691,0,0,353,8142,60,0,1760,417
06/02/2015,16,18892,14790,0,896,540,8356,59,0,1677,417
06/02/2015,18,19546,14342,0,592,660,8358,60,110,1698,415
06/02/2015,13,11149,14555,0,0,386,8367,59,0,1656,409
06/02/2015,5,7060,14000,0,0,336,8145,57,0,1797,407
06/02/2015,4,7457,13991,0,0,336,8138,57,0,1803,406
06/02/2015,14,13854,14542,0,0,394,8357,59,0,1646,404
06/02/2015,17,19264,14791,0,456,658,8366,59,4,1689,403
06/02/2015,9,6851,13827,0,0,354,8325,60,0,1736,401
06/02/2015,3,7745,14064,0,0,337,8139,58,0,1790,395
06/02/2015,6,7177,13908,0,0,336,8141,59,0,1748,394
06/02/2015,11,7712,14059,0,0,364,8367,60,0,1652,393
06/02/2015,12,8757,14319,0,0,364,8368,60,0,1632,392
06/02/2015,15,17704,14636,0,508,448,8357,60,0,1648,391
06/02/2015,10,7004,13893,0,0,355,8369,60,0,1674,390
06/02/2015,1,7291,14072,0,0,386,8142,60,0,1803,387
06/02/2015,2,7749,14061,0,0,381,8144,60,0,1778,381
07/02/2015,30,13742,14596,0,299,469,8357,19,573,1097,1584
07/02/2015,31,13059,14651,0,320,479,8367,19,495,1145,1548
07/02/2015,29,14084,14579,0,293,469,8324,19,650,1059,1485
07/02/2015,32,13385,14538,0,377,481,8353,19,413,1095,1458
07/02/2015,27,14632,14721,0,313,501,8132,19,790,845,1438
07/02/2015,34,16137,14403,0,341,564,8356,19,235,953,1419
07/02/2015,33,14270,14526,0,323,503,8355,19,331,1081,1412
07/02/2015,26,14485,14693,0,298,564,8137,19,792,773,1397
07/02/2015,28,14497,14643,0,317,485,8153,19,720,895,1391
07/02/2015,35,18049,14279,0,776,749,8352,19,139,950,1367
07/02/2015,25,14635,14684,0,326,585,8231,19,794,810,1329
07/02/2015,24,14709,14730,0,304,585,8357,19,699,849,1311
07/02/2015,36,18992,14234,0,1215,947,8360,19,0,1009,1257
07/02/2015,19,13764,14358,0,401,567,8360,19,152,884,1249
07/02/2015,20,14536,14503,0,317,573,8356,19,278,711,1246
07/02/2015,23,14855,14699,0,296,584,8369,19,605,737,1231
07/02/2015,21,14911,14577,0,334,585,8359,19,405,608,1219
07/02/2015,37,18702,14227,0,1083,848,8342,19,8,1178,1210
07/02/2015,17,11066,13916,0,326,475,8364,19,4,916,1206
07/02/2015,18,12931,14142,0,412,480,8358,19,78,873,1195
07/02/2015,16,9576,13790,0,212,467,8320,19,0,896,1193
07/02/2015,22,14972,14586,0,357,586,8357,19,505,627,1163
07/02/2015,13,7513,13629,0,0,356,8150,25,0,912,1127
07/02/2015,11,6716,13501,0,0,340,8372,43,0,859,1109
07/02/2015,38,18185,14214,0,1175,804,8181,19,0,1130,1108
07/02/2015,15,8830,13776,0,271,462,8162,19,0,905,1105
07/02/2015,12,6805,13558,0,0,343,8273,43,0,899,1070
07/02/2015,14,7713,13700,0,0,371,8145,19,0,976,1058
07/02/2015,10,6156,13470,0,0,340,8374,44,0,846,1054
07/02/2015,40,17270,13764,0,386,734,8137,19,0,1102,1048
07/02/2015,9,6339,13401,0,0,340,8365,49,0,828,1032
07/02/2015,39,17891,13946,0,1164,750,8125,19,0,998,1024
07/02/2015,41,15204,13756,0,313,725,8187,19,0,1154,1016
07/02/2015,8,6866,13244,0,0,340,8361,61,0,853,1010
07/02/2015,7,7414,13260,0,0,341,8363,63,0,872,969
07/02/2015,5,7584,13291,0,0,356,8359,60,0,979,952
07/02/2015,42,13757,13704,0,294,636,8355,19,0,1158,951
07/02/2015,6,7742,13313,0,0,355,8360,62,0,900,943
07/02/2015,4,8039,13270,0,0,356,8364,60,0,1078,938
07/02/2015,43,12736,13471,0,362,533,8356,19,0,1242,907
07/02/2015,44,11384,13315,0,303,484,8367,19,0,1326,888
07/02/2015,3,8887,13317,0,0,356,8332,61,0,1186,872
07/02/2015,2,9508,13322,0,0,356,8164,63,0,1249,815
07/02/2015,45,10639,12901,0,460,466,8353,19,0,1366,794
07/02/2015,1,9399,13325,0,0,358,8132,63,0,1292,787
07/02/2015,48,7045,12415,0,0,421,8360,19,0,1318,718
07/02/2015,47,7868,12516,0,1,431,8353,19,0,1334,685
07/02/2015,46,9797,12940,0,233,465,8357,19,0,1303,685
08/02/2015,38,16139,14588,0,977,804,8465,19,0,774,2442
08/02/2015,39,16400,14580,0,384,638,8483,19,0,816,2436
08/02/2015,47,5724,11723,0,0,426,8507,19,0,1402,2424
08/02/2015,46,6882,12377,0,222,457,8511,19,0,1467,2404
08/02/2015,40,15106,14494,0,341,626,8470,19,0,883,2401
08/02/2015,37,16578,14581,0,1125,831,8459,19,7,840,2396
08/02/2015,45,7991,13059,0,361,457,8506,19,0,1399,2364
08/02/2015,41,13610,14409,0,284,583,8470,19,0,1013,2357
08/02/2015,48,5576,11750,0,0,424,8516,19,0,1181,2331
08/02/2015,44,9312,13484,0,305,464,8487,19,0,1225,2295
08/02/2015,42,12109,14342,0,324,491,8477,19,0,949,2279
08/02/2015,43,11189,13902,0,366,475,8479,19,0,1071,2232
08/02/2015,36,17331,14557,0,1299,831,8459,19,0,770,2205
08/02/2015,35,15949,14585,0,985,829,8452,19,266,600,2191
08/02/2015,34,14147,14560,0,319,515,8396,19,513,496,2169
08/02/2015,33,12575,14487,0,298,483,8394,19,760,389,2157
08/02/2015,32,11127,14311,0,324,471,8389,19,997,371,2111
08/02/2015,31,10451,14154,0,386,461,8391,19,1234,350,2075
08/02/2015,26,10460,14268,0,317,519,8383,19,1579,959,2067
08/02/2015,30,10078,14152,0,340,462,8389,19,1382,403,2044
08/02/2015,27,10168,14279,0,354,492,8382,19,1616,846,2035
08/02/2015,28,10033,14142,0,310,460,8389,19,1572,641,2001
08/02/2015,29,10068,14254,0,314,460,8387,19,1529,446,1978
08/02/2015,25,10594,14186,0,324,525,8387,19,1541,1013,1958
08/02/2015,24,10528,13985,0,416,521,8387,19,1356,1077,1851
08/02/2015,23,10222,14189,0,335,480,8385,19,1171,1275,1762
08/02/2015,22,9980,14175,0,291,499,8383,19,949,1389,1603
08/02/2015,20,9393,14021,0,318,488,8378,19,500,1581,1524
08/02/2015,21,9748,14160,0,292,489,8386,19,727,1427,1489
08/02/2015,19,8748,13682,0,289,486,8386,19,274,1666,1466
08/02/2015,18,7808,13911,0,212,456,8417,19,142,1667,1379
08/02/2015,17,6924,13699,0,0,454,8414,19,9,1609,1325
08/02/2015,16,6270,13463,0,0,455,8417,19,0,1730,1265
08/02/2015,15,6414,13205,0,0,447,8416,19,0,1708,1230
08/02/2015,14,5766,12682,0,0,392,8413,19,0,1591,1170
08/02/2015,13,5587,12378,0,0,388,8410,19,0,1482,1050
08/02/2015,10,5113,11538,0,0,387,8393,19,0,1631,1009
08/02/2015,11,5281,11720,0,0,389,8379,19,0,1583,1001
08/02/2015,12,5407,11957,0,0,390,8393,19,0,1447,970
08/02/2015,9,5310,11627,0,0,387,8380,19,0,1598,902
08/02/2015,8,5251,12129,0,0,387,8392,19,0,1637,865
08/02/2015,7,5692,12309,0,0,387,8377,19,0,1706,810
08/02/2015,6,6280,12227,0,0,389,8378,19,0,1711,795
08/02/2015,5,6125,12239,0,0,390,8377,19,0,1694,777
08/02/2015,4,6128,12409,0,0,390,8378,19,0,1697,702
08/02/2015,3,6873,12629,0,0,390,8365,19,0,1556,683
08/02/2015,1,6791,12548,0,0,418,8368,19,0,1360,661
08/02/2015,2,6906,12628,0,0,419,8355,19,0,1421,644
09/02/2015,7,5427,11304,0,0,362,8528,19,0,1249,2570
09/02/2015,8,5124,10989,0,0,362,8526,19,0,1322,2531
09/02/2015,9,5808,11581,0,0,362,8529,19,0,1295,2523
09/02/2015,6,5698,11484,0,0,373,8529,19,0,1126,2520
09/02/2015,4,5947,11939,0,0,377,8529,19,0,1325,2504
09/02/2015,5,5576,11502,0,0,377,8528,19,0,1279,2499
09/02/2015,2,6138,12195,0,0,416,8522,19,0,1249,2420
09/02/2015,14,13806,13195,0,0,385,8534,19,0,805,2415
09/02/2015,10,5946,12132,0,0,347,8530,19,0,1089,2392
09/02/2015,3,6135,12244,0,0,378,8526,19,0,1307,2391
09/02/2015,13,10776,12638,0,10,364,8534,19,0,832,2347
09/02/2015,15,17739,13366,0,405,438,8533,19,0,800,2345
09/02/2015,1,5770,12033,0,0,420,8518,19,0,1167,2277
09/02/2015,16,19501,13524,0,306,459,8538,19,0,742,2264
09/02/2015,12,8318,11683,0,0,363,8538,19,0,971,2256
09/02/2015,11,7011,12254,0,0,361,8537,19,0,995,2239
09/02/2015,17,20117,13607,0,443,506,8540,19,7,694,2187
09/02/2015,27,16670,14450,0,289,467,8547,19,1508,634,2158
09/02/2015,18,19892,13852,0,701,499,8543,19,116,689,2120
09/02/2015,28,16344,14501,0,341,465,8533,19,1524,552,2111
09/02/2015,26,17199,14365,0,287,538,8540,19,1389,632,2106
09/02/2015,19,19667,14128,0,350,505,8535,19,226,820,2091
09/02/2015,29,16296,14591,0,344,464,8542,19,1539,485,2073
09/02/2015,25,17556,14525,0,266,540,8534,19,1270,630,2064
09/02/2015,24,18197,14583,0,292,584,8530,19,1127,606,2046
09/02/2015,30,16191,14713,0,332,441,8541,19,1385,449,2035
09/02/2015,23,18500,14572,0,385,585,8535,19,984,589,2016
09/02/2015,31,16988,14804,0,382,449,8544,19,1230,435,1999
09/02/2015,20,19570,14358,0,402,504,8537,19,435,884,1984
09/02/2015,21,19162,14418,0,474,505,8555,19,645,809,1965
09/02/2015,22,18779,14508,0,486,516,8534,19,814,725,1952
09/02/2015,32,18006,14932,0,411,475,8538,19,986,404,1864
09/02/2015,33,18407,15206,0,370,466,8536,19,742,288,1799
09/02/2015,34,19941,15423,0,372,503,8545,19,511,272,1774
09/02/2015,35,20538,15557,0,370,798,8540,19,280,226,1762
09/02/2015,36,21566,15610,0,1233,844,8542,19,0,222,1676
09/02/2015,39,21494,15607,0,360,558,8536,19,0,233,1569
09/02/2015,41,18872,15562,0,403,504,8538,19,0,189,1566
09/02/2015,37,21694,15605,0,1173,843,8539,19,8,195,1557
09/02/2015,38,21779,15612,0,593,687,8539,19,0,243,1541
09/02/2015,42,17105,15514,0,419,500,8536,19,0,223,1522
09/02/2015,40,20224,15588,0,551,515,8536,19,0,175,1515
09/02/2015,43,14582,15514,0,356,469,8529,19,0,202,1463
09/02/2015,44,12198,15534,0,348,467,8536,19,0,167,1430
09/02/2015,45,10223,15533,0,533,458,8532,19,0,149,1299
09/02/2015,46,8767,15155,0,131,452,8540,19,0,115,1176
09/02/2015,47,7173,14614,0,0,435,8534,19,0,104,1117
09/02/2015,48,6987,14623,0,0,440,8540,19,0,103,1061
10/02/2015,5,6366,14276,0,0,377,8535,19,0,46,1054
10/02/2015,6,6530,14261,0,0,377,8537,19,0,28,1037
10/02/2015,4,6982,14515,0,0,377,8537,19,0,70,1020
10/02/2015,7,6569,13966,0,0,377,8535,19,0,24,1010
10/02/2015,2,7364,14484,0,0,416,8539,19,0,105,1003
10/02/2015,1,7228,14561,0,0,440,8535,19,0,117,999
10/02/2015,11,8235,14445,0,0,378,8540,19,0,9,974
10/02/2015,12,9170,14670,0,0,395,8540,19,0,1,969
10/02/2015,8,6310,13672,0,0,377,8537,19,0,20,968
10/02/2015,13,11264,15508,0,0,396,8538,19,0,2,967
10/02/2015,3,7397,14494,0,0,378,8538,19,0,93,963
10/02/2015,10,6682,14349,0,0,377,8539,19,0,10,944
10/02/2015,14,13685,16221,0,0,399,8541,19,0,2,942
10/02/2015,15,16690,16340,0,315,456,8545,19,0,2,886
10/02/2015,9,6750,14133,0,0,377,8535,19,0,11,871
10/02/2015,16,18337,16384,0,291,463,8548,19,0,7,847
10/02/2015,20,19912,16037,0,508,536,8537,19,174,50,840
10/02/2015,26,18998,16672,0,317,531,8539,52,602,54,839
10/02/2015,25,19217,16569,0,384,531,8541,35,590,64,838
10/02/2015,27,19194,16555,0,378,515,8540,61,614,50,836
10/02/2015,24,19346,16344,0,360,532,8543,21,510,69,816
10/02/2015,21,19594,16050,0,572,726,8539,19,260,45,812
10/02/2015,22,19471,16069,0,568,745,8536,19,345,66,808
10/02/2015,18,19357,16285,0,389,470,8539,19,47,50,796
10/02/2015,17,18830,16455,0,386,461,8536,19,5,23,795
10/02/2015,19,19688,16033,0,504,533,8543,19,88,55,791
10/02/2015,28,19245,16571,0,306,461,8543,62,580,60,776
10/02/2015,23,19280,16192,0,557,551,8541,19,429,71,748
10/02/2015,29,18734,16433,0,322,462,8543,62,545,66,747
10/02/2015,30,18513,16501,0,293,467,8549,63,503,67,702
10/02/2015,31,18537,16787,0,306,476,8548,63,461,75,683
10/02/2015,47,6293,15008,0,0,439,8539,62,0,377,681
10/02/2015,48,5590,14439,0,0,439,8541,61,0,333,657
10/02/2015,44,12278,16448,0,295,465,8537,62,0,255,634
10/02/2015,46,8904,16003,0,90,462,8541,62,0,343,625
10/02/2015,45,10868,16367,0,289,466,8542,63,0,287,619
10/02/2015,43,14670,16481,0,426,474,8539,63,0,202,615
10/02/2015,32,18897,17089,0,427,476,8550,63,358,74,605
10/02/2015,42,16460,16501,0,345,534,8548,62,0,205,593
10/02/2015,33,19183,17182,0,317,477,8546,63,256,75,572
10/02/2015,41,18239,16482,0,548,537,8539,62,0,241,567
10/02/2015,34,20076,17350,0,327,515,8547,63,174,81,543
10/02/2015,35,20463,17614,0,313,663,8548,63,91,84,531
10/02/2015,36,20817,17875,0,790,693,8544,63,0,103,503
10/02/2015,40,19515,16875,0,350,536,8542,62,0,228,496
10/02/2015,39,20232,17383,0,502,598,8541,62,0,179,485
10/02/2015,38,20475,17802,0,348,711,8539,62,0,132,475
10/02/2015,37,20649,17810,0,747,688,8542,63,6,111,467
11/02/2015,30,17956,16589,0,291,460,8535,62,272,294,1106
11/02/2015,29,18131,16573,0,373,454,8535,62,295,292,1087
11/02/2015,32,18716,16764,0,335,481,8536,62,203,271,1084
11/02/2015,31,18142,16656,0,326,477,8532,63,248,296,1083
11/02/2015,33,19524,16934,0,395,506,8536,62,159,255,1080
11/02/2015,34,20482,17021,0,749,608,8538,61,108,267,1070
11/02/2015,28,18253,16501,0,319,454,8543,62,308,298,1030
11/02/2015,36,20647,17102,0,1343,911,8549,61,0,255,1028
11/02/2015,35,20457,17086,0,1445,701,8545,60,57,277,1005
11/02/2015,27,18636,16296,0,384,468,8536,62,321,315,996
11/02/2015,26,18641,16334,0,450,543,8537,62,300,368,946
11/02/2015,37,20382,17226,0,1388,957,8541,63,3,254,918
11/02/2015,25,18688,16331,0,547,551,8535,62,279,482,889
11/02/2015,24,18665,16300,0,387,645,8547,62,246,589,864
11/02/2015,38,20481,17299,0,769,789,8543,63,0,269,836
11/02/2015,23,18400,16306,0,682,642,8536,62,213,520,832
11/02/2015,39,19880,17415,0,413,699,8544,62,0,225,803
11/02/2015,40,18586,17501,0,386,655,8550,62,0,194,788
11/02/2015,22,18198,16269,0,957,624,8518,62,168,387,772
11/02/2015,41,17186,17508,0,401,655,8547,62,0,189,750
11/02/2015,6,5779.5,13845.5,0,0,389,8544,415,0,346.5,724
11/02/2015,21,18166,16247,0,933,621,8503,63,122,368,695
11/02/2015,43,13734,17436,0,363,474,8545,62,0,186,688
11/02/2015,42,15630,17503,0,308,551,8547,62,0,208,683
11/02/2015,46,7682,17145,0,206,420,8544,63,0,143,671
11/02/2015,45,9471,17416,0,315,434,8548,63,0,182,667
11/02/2015,7,5791,14146,0,0,388,8545,60,0,309,663
11/02/2015,48,5335,15878,0,0,401,8548,63,0,85,649
11/02/2015,44,11508,17385,0,307,456,8545,62,0,190,648
11/02/2015,20,18165,16575,0,573,601,8487,62,80,310,646
11/02/2015,47,6102,16245,0,0,401,8543,63,0,117,640
11/02/2015,8,5820,13590,0,0,389,8541,60,0,271,639
11/02/2015,5,5741,14505,0,0,389,8546,61,0,344,627
11/02/2015,1,5552,14719,0,0,439,8548,60,0,377,626
11/02/2015,18,17989,16489,0,384,762,8481,62,20,278,622
11/02/2015,9,5864,13596,0,0,388,8543,61,0,246,622
11/02/2015,19,17973,16669,0,356,603,8485,62,38,291,619
11/02/2015,2,5608,14985,0,0,437,8541,60,0,363,614
11/02/2015,3,5836,14849,0,0,392,8540,61,0,346,606
11/02/2015,16,17768,16256,0,684,690,8479,62,0,255,604
11/02/2015,4,5675,14814,0,0,390,8544,61,0,337,599
11/02/2015,12,7054,14739,0,0,387,8487,62,0,231,592
11/02/2015,15,16248,16339,0,411,481,8483,62,0,214,591
11/02/2015,17,17792,16388,0,535,748,8485,62,1,287,589
11/02/2015,10,5873,13702,0,0,388,8548,62,0,231,581
11/02/2015,13,9313,15620,0,0,386,8485,62,0,204,569
11/02/2015,11,6424,14337,0,0,387,8511,62,0,218,555
11/02/2015,14,12206,16302,0,0,394,8479,62,0,185,528
12/02/2015,48,4229,13639,0,0,364,8530,63,0,1736,1975
12/02/2015,47,5138,13763,0,21,366,8525,63,0,1683,1937
12/02/2015,46,6553,14802,0,274,432,8522,63,0,1660,1874
12/02/2015,45,8290,15417,0,376,454,8529,62,0,1607,1754
12/02/2015,43,12682,16023,0,347,477,8528,62,0,1400,1754
12/02/2015,44,10319,15729,0,300,474,8526,62,0,1531,1749
12/02/2015,42,14742,16080,0,324,506,8527,62,0,1309,1606
12/02/2015,41,16678,16176,0,344,553,8530,62,0,1186,1533
12/02/2015,40,18314,16358,0,354,552,8525,62,0,1029,1313
12/02/2015,39,19548,16375,0,456,636,8530,62,0,985,1227
12/02/2015,38,19981,16363,0,1274,865,8534,62,0,899,1024
12/02/2015,37,20390,16369,0,1457,976,8534,63,8,702,841
12/02/2015,36,20589,16375,0,1495,999,8528,62,0,555,705
12/02/2015,1,5375,16250,0,0,401,8541,63,0,82,653
12/02/2015,35,20410,16218,0,861,980,8536,63,115,483,640
12/02/2015,3,5648,16191,0,0,393,8550,61,0,87,607
12/02/2015,6,4688,16117,0,0,349,8554,62,0,158,606
12/02/2015,5,4731,16118,0,0,349,8555,62,0,127,606
12/02/2015,2,5677,16238,0,0,401,8554,61,0,75,600
12/02/2015,4,5279,16178,0,0,354,8558,60,0,104,599
12/02/2015,9,4330,15365,0,0,348,8550,62,0,136,577
12/02/2015,7,4485,16106,0,0,349,8550,62,0,176,574
12/02/2015,34,20325,16314,0,418,755,8526,62,205,470,564
12/02/2015,8,4250,15798,0,0,348,8553,62,0,162,561
12/02/2015,10,4465,15298,0,0,349,8558,62,0,120,543
12/02/2015,11,4906,16060,0,0,349,8519,62,0,108,530
12/02/2015,16,16417,17134,0,297,611,8494,62,0,146,526
12/02/2015,33,19587,16368,0,293,492,8534,62,295,423,515
12/02/2015,17,16483,17177,0,355,438,8482,62,2,162,515
12/02/2015,13,7595,16505,0,0,349,8499,62,0,117,512
12/02/2015,18,17072,17244,0,281,425,8491,62,33,177,503
12/02/2015,12,5765,16339,0,0,349,8493,63,0,94,495
12/02/2015,15,14666,17009,0,711,584,8493,62,0,127,484
12/02/2015,14,10634,16712,0,27,363,8491,62,0,102,482
12/02/2015,32,18371,16469,0,301,453,8533,63,387,320,462
12/02/2015,19,17429,17301,0,337,483,8494,63,63,198,456
12/02/2015,30,17955,16548,0,299,430,8532,62,477,214,437
12/02/2015,21,17670,17280,21,282,489,8534,62,192,224,434
12/02/2015,31,17940,16523,0,289,432,8541,63,479,253,425
12/02/2015,20,17607,17311,0,345,492,8511,62,127,213,423
12/02/2015,24,17740,16930,206,314,424,8536,62,437,261,416
12/02/2015,27,17162,16656,571,459,575,8528,61,542,198,414
12/02/2015,29,17747,16695,156,387,430,8534,61,474,194,414
12/02/2015,28,17302,16659,557,383,437,8538,60,508,201,411
12/02/2015,25,17674,16712,310,625,529,8528,62,507,235,410
12/02/2015,22,17706,17250,80,287,488,8536,62,279,224,408
12/02/2015,26,17179,16711,511,565,584,8531,62,524,176,398
12/02/2015,23,17653,17161,141,290,446,8533,63,367,247,394
13/02/2015,15,8886,15282,0,437,503,8505,62,0,3463,2613
13/02/2015,16,10204,15727,0,440,505,8505,62,0,3499,2553
13/02/2015,11,4161,11009,0,0,342,8507,63,0,3029,2553
13/02/2015,10,3760,11198,0,0,342,8522,62,0,2879,2547
13/02/2015,14,7256,13914,0,48,425,8509,63,0,3365,2535
13/02/2015,17,10817,15806,0,413,567,8501,62,7,3471,2529
13/02/2015,9,3535,11669,0,0,342,8525,62,0,2807,2516
13/02/2015,8,3462,11759,0,0,343,8528,62,0,2446,2511
13/02/2015,12,4895,10951,0,0,341,8514,63,0,3196,2487
13/02/2015,13,6225,11910,0,0,346,8505,63,0,3244,2441
13/02/2015,18,11184,15944,0,484,606,8476,62,59,3538,2433
13/02/2015,19,11347,16106,0,576,616,8464,63,112,3561,2384
13/02/2015,4,3721,13517,0,0,349,8521,61,0,1977,2343
13/02/2015,5,3525,13172,0,0,351,8525,61,0,2083,2335
13/02/2015,7,3449,12680,0,0,345,8527,63,0,2268,2327
13/02/2015,3,3771,14080,0,0,349,8524,62,0,1902,2281
13/02/2015,20,11482,16224,0,726,615,8458,62,194,3508,2279
13/02/2015,6,3482,13153,0,0,351,8528,63,0,2146,2278
13/02/2015,2,4210,14273,0,0,357,8526,62,0,1836,2216
13/02/2015,21,11465,16352,0,718,517,8464,62,276,3582,2185
13/02/2015,22,11644,16340,0,738,512,8462,62,373,3473,2133
13/02/2015,23,11750,16516,0,770,434,8464,62,470,3385,2130
13/02/2015,25,11634,16735,0,782,431,8465,63,627,3426,2127
13/02/2015,24,11771,16630,0,759,529,8466,62,549,3418,2103
13/02/2015,26,11454,16693,0,735,429,8465,63,623,3304,2097
13/02/2015,1,4188,13963,0,0,361,8526,63,0,1797,2068
13/02/2015,27,11622,16768,0,449,412,8473,62,618,3107,2011
13/02/2015,28,11709,16794,0,438,410,8464,62,613,3073,1874
13/02/2015,31,11808,16114,0,322,409,8469.5,594,468,2700,1817.5
13/02/2015,32,12241.5,15937,0,428,435,8474.5,585.5,357.5,2618,1791
13/02/2015,29,12035,16794,0,401,405,8473,61,609,2939,1706
13/02/2015,30,11965,16794,0,310,409,8468,62,528,2829,1691
13/02/2015,33,12869,15783.5,0,655.5,466.5,8478.5,596.5,272.5,2564,1683.5
13/02/2015,34,13914,15697,0,651.5,501.5,8508,594,202,2497.5,1674.5
13/02/2015,35,15025.5,15654,0,773.5,691,8514.5,595.5,130.5,2483,1573.5
13/02/2015,36,16082,16019,0,801.5,1004.5,8511.5,596.5,54,2468.5,1507
13/02/2015,37,16268.5,16018,0,887,846.5,8516,597.5,6.5,2462,1391.5
13/02/2015,38,15760.5,16047.5,0,890.5,780.5,8518,597,0,2466.5,1383.5
