Settlement Date,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Wind Offshore,Wind Onshore
2019-12-30 10:00:00,2942.0,11421.0,1133.0,0.0,0.0,744.0,6850.0,118.0,1160.0,3211.095,4626.757
2019-12-30 10:30:00,2990.0,11393.0,1114.0,0.0,0.0,746.0,6873.0,130.0,1710.0,3107.688,4563.002
2019-12-30 11:00:00,2990.0,10954.0,1025.0,0.0,0.0,744.0,6926.0,130.0,2210.0,98.73,1636.103
2019-12-30 11:30:00,2983.0,9958.0,976.0,0.0,0.0,719.0,6918.0,131.0,2590.0,96.629,1646.343
2019-12-30 12:00:00,2914.0,9902.0,931.0,0.0,0.0,721.0,6927.0,128.0,2930.0,3846.557,4394.235
2019-12-30 12:30:00,2926.0,9711.0,933.0,0.0,1.0,752.0,6911.0,136.0,3070.0,4030.155,4293.932
2019-12-30 13:00:00,2926.0,9775.0,934.0,0.0,0.0,751.0,6918.0,127.0,3090.0,4240.183,4486.162
2019-12-30 13:30:00,2857.0,10028.0,937.0,0.0,0.0,729.0,6923.0,125.0,2920.0,4317.733,4407.369
2019-12-30 14:00:00,2970.0,10022.0,936.0,0.0,0.0,723.0,6916.0,124.0,2530.0,4196.283,4474.74
2019-12-30 14:30:00,2888.0,10354.0,935.0,0.0,0.0,746.0,6920.0,130.0,1970.0,4429.555,4356.689
2019-12-30 15:00:00,2945.0,10708.0,935.0,0.0,0.0,746.0,6920.0,124.0,1300.0,4456.936,4292.02
2019-12-30 15:30:00,2847.0,11765.0,974.0,0.0,0.0,781.0,6913.0,126.0,591.0,4339.03,4282.18
2019-12-30 16:00:00,2973.0,13409.0,1141.0,0.0,0.0,804.0,6905.0,126.0,104.0,4194.275,4198.851
2019-12-30 16:30:00,2928.0,14090.0,1083.0,0.0,155.0,868.0,6909.0,146.0,2.0,4373.216,4027.066
2019-12-30 17:00:00,2941.0,15946.0,1144.0,0.0,803.0,914.0,6902.0,193.0,1.0,4429.589,3741.335
2019-12-30 17:30:00,2936.0,16458.0,1138.0,0.0,1515.0,918.0,6912.0,245.0,1.0,4129.608,3600.793
2019-12-30 18:00:00,2868.0,16563.0,1144.0,0.0,1334.0,918.0,6937.0,209.0,7.0,93.117,1322.117
2019-12-30 18:30:00,2902.0,16035.0,1137.0,0.0,1541.0,941.0,6949.0,199.0,1.0,3881.882,3572.964
2019-12-30 19:00:00,2920.0,15804.0,973.0,0.0,1685.0,1038.0,6934.0,201.0,1.0,3533.574,3319.365
2019-12-30 19:30:00,2936.0,15735.0,1040.0,0.0,1291.0,1007.0,6941.0,166.0,0.0,3143.212,2854.079
2019-12-30 20:00:00,2924.0,15696.0,1050.0,0.0,718.0,974.0,6940.0,127.0,0.0,3013.78,2893.547
2019-12-30 20:30:00,2939.0,15212.0,1091.0,0.0,419.0,884.0,6936.0,129.0,0.0,2960.471,2752.263
2019-12-30 21:00:00,2940.0,14368.0,1023.0,0.0,179.0,892.0,6949.0,123.0,0.0,3094.565,2831.086
2019-12-30 21:30:00,2950.0,13851.0,1048.0,0.0,178.0,861.0,6939.0,136.0,0.0,2744.195,2374.571
2019-12-30 22:00:00,2945.0,12726.0,1054.0,0.0,0.0,804.0,6950.0,124.0,0.0,2454.937,2228.108
2019-12-30 22:30:00,2850.0,11662.0,931.0,0.0,55.0,800.0,6950.0,126.0,0.0,2197.121,2201.361
2019-12-30 23:00:00,2936.0,10744.0,670.0,0.0,0.0,839.0,6936.0,128.0,0.0,1772.77,2131.921
2019-12-30 23:30:00,2933.0,9543.0,668.0,0.0,35.0,822.0,6942.0,131.0,0.0,1659.042,2010.861
2019-12-31 00:00:00,2933.0,8411.0,667.0,0.0,0.0,813.0,6944.0,127.0,0.0,1608.267,1831.166
2019-12-31 00:30:00,2945.0,8047.0,672.0,0.0,0.0,655.0,6945.0,125.0,0.0,1541.457,1752.712
2019-12-31 01:00:00,2953.0,7796.0,671.0,0.0,0.0,654.0,6948.0,124.0,0.0,1742.58,1764.099
2019-12-31 01:30:00,2955.0,8312.0,669.0,0.0,0.0,621.0,6943.0,127.0,0.0,1552.701,1682.589
2019-12-31 02:00:00,2949.0,8291.0,667.0,0.0,0.0,603.0,6933.0,123.0,0.0,1275.289,1458.687
2019-12-31 02:30:00,2954.0,8246.0,669.0,0.0,0.0,553.0,6945.0,122.0,0.0,1160.386,1382.137
2019-12-31 03:00:00,2951.0,8375.0,670.0,0.0,0.0,502.0,6937.0,140.0,0.0,989.391,1226.392
2019-12-31 03:30:00,2952.0,8303.0,670.0,0.0,0.0,499.0,6942.0,123.0,0.0,984.831,1156.032
2019-12-31 04:00:00,2964.0,7980.0,671.0,0.0,0.0,497.0,6938.0,122.0,0.0,1006.129,1007.998
2019-12-31 04:30:00,3000.0,8113.0,670.0,0.0,0.0,495.0,6946.0,125.0,0.0,980.048,1009.317
2019-12-31 05:00:00,3003.0,8005.0,669.0,0.0,0.0,496.0,6951.0,125.0,0.0,924.081,953.519
2019-12-31 05:30:00,3005.0,7758.0,753.0,0.0,0.0,511.0,6941.0,126.0,0.0,933.264,962.339
2019-12-31 06:00:00,3003.0,7707.0,932.0,0.0,0.0,527.0,6940.0,126.0,0.0,1002.589,947.422
2019-12-31 06:30:00,3003.0,8678.0,1005.0,0.0,0.0,684.0,6940.0,125.0,0.0,971.099,937.916
2019-12-31 07:00:00,3002.0,9984.0,1048.0,0.0,0.0,701.0,6943.0,123.0,0.0,935.544,924.204
2019-12-31 07:30:00,3005.0,11941.0,1158.0,0.0,0.0,712.0,6946.0,124.0,0.0,1010.986,1002.299
2019-12-31 08:00:00,3007.0,13278.0,1273.0,0.0,0.0,709.0,6936.0,122.0,0.0,1170.213,1070.8
2019-12-31 08:30:00,3005.0,13767.0,1287.0,0.0,0.0,708.0,6934.0,127.0,1.0,1235.399,1275.679
2019-12-31 09:00:00,2992.0,14321.0,1429.0,0.0,0.0,717.0,6932.0,121.0,45.0,1458.893,1515.332
2019-12-31 09:30:00,2992.0,15257.0,1555.0,0.0,0.0,721.0,6934.0,115.0,191.0,1637.348,1564.125
2019-12-31 10:00:00,2944.0,15834.0,1598.0,0.0,0.0,719.0,6932.0,219.0,415.0,1706.286,1534.194
2019-12-31 10:30:00,2945.0,16768.0,1620.0,0.0,0.0,819.0,6942.0,215.0,689.0,1733.377,1576.385
2019-12-31 11:00:00,2958.0,17177.0,1617.0,0.0,0.0,836.0,6934.0,126.0,852.0,1633.666,1732.983
2019-12-31 11:30:00,2959.0,16808.0,1615.0,0.0,0.0,892.0,6924.0,128.0,1060.0,1770.216,1912.825
2019-12-31 12:00:00,2955.0,16908.0,1622.0,0.0,33.0,887.0,6919.0,126.0,1200.0,1811.796,1811.541
2019-12-31 12:30:00,2959.0,17064.0,1615.0,0.0,0.0,822.0,6927.0,131.0,1210.0,1658.674,1973.897
2019-12-31 13:00:00,2955.0,17058.0,1620.0,0.0,0.0,823.0,6940.0,124.0,1260.0,1563.434,2205.807
2019-12-31 13:30:00,2918.0,16755.0,1614.0,0.0,31.0,802.0,6937.0,134.0,1160.0,1602.109,2322.023
2019-12-31 14:00:00,2947.0,16804.0,1614.0,0.0,0.0,795.0,6930.0,125.0,1020.0,1699.279,2246.241
2019-12-31 14:30:00,2952.0,17165.0,1620.0,0.0,0.0,823.0,6925.0,123.0,758.0,1721.133,2283.79
2019-12-31 15:00:00,2952.0,17352.0,1576.0,0.0,0.0,792.0,6918.0,124.0,460.0,1797.439,2234.344
2019-12-31 15:30:00,2959.0,17470.0,1622.0,0.0,0.0,822.0,6940.0,123.0,177.0,1829.647,2330.623
2019-12-31 16:00:00,2959.0,17798.0,1624.0,0.0,0.0,825.0,6940.0,125.0,21.0,1872.769,2178.131
2019-12-31 16:30:00,2954.0,17528.0,1625.0,0.0,311.0,899.0,6918.0,141.0,1.0,1867.245,2237.488
2019-12-31 17:00:00,2954.0,18579.0,1618.0,0.0,428.0,1000.0,6939.0,186.0,0.0,1956.208,2237.055
2019-12-31 17:30:00,2960.0,18282.0,1622.0,0.0,1626.0,1010.0,6939.0,204.0,0.0,2037.969,2491.014
2019-12-31 18:00:00,2958.0,18031.0,1612.0,0.0,1628.0,1008.0,6944.0,205.0,0.0,1913.893,2588.491
2019-12-31 18:30:00,2959.0,17838.0,1505.0,0.0,1384.0,999.0,6950.0,205.0,0.0,1880.285,2800.686
2019-12-31 19:00:00,2964.0,17648.0,1610.0,0.0,718.0,863.0,6964.0,184.0,0.0,1766.808,2858.412
2019-12-31 19:30:00,3013.0,17305.0,1505.0,0.0,0.0,861.0,6962.0,164.0,0.0,1768.709,2903.421
2019-12-31 20:00:00,3018.0,15656.0,1616.0,0.0,0.0,866.0,6951.0,146.0,0.0,1918.246,3056.38
2019-12-31 20:30:00,3015.0,13930.0,1624.0,0.0,0.0,828.0,6959.0,133.0,0.0,1957.158,3025.382
2019-12-31 21:00:00,3018.0,12433.0,1531.0,0.0,0.0,820.0,6961.0,121.0,0.0,1963.855,3158.114
2019-12-31 21:30:00,3018.0,11776.0,1066.0,0.0,0.0,735.0,6955.0,128.0,0.0,1769.637,3255.362
2019-12-31 22:00:00,3015.0,10379.0,1057.0,0.0,0.0,667.0,6969.0,121.0,0.0,1816.148,3437.526
2019-12-31 22:30:00,3012.0,10186.0,952.0,0.0,0.0,653.0,6962.0,122.0,0.0,1985.109,3582.422
2019-12-31 23:00:00,2830.0,9723.0,866.0,0.0,0.0,649.0,6958.0,130.0,0.0,2177.97,3374.994
2019-12-31 23:30:00,2366.0,9006.0,669.0,0.0,0.0,635.0,6957.0,125.0,0.0,2268.417,3227.063
2020-01-01 00:00:00,2366.0,8108.0,670.0,0.0,0.0,686.0,6957.0,122.0,0.0,2220.147,3177.976
