1.013875611566839865e+02,1.000293215654886296e+02,9.867108197429328698e+01,9.731284238309794432e+01,9.593377387817733393e+01,9.441810643997560248e+01,9.280806931296005757e+01,9.113028013375762271e+01,8.930273012475592509e+01,8.745772909153814112e+01,8.570354266006570754e+01,8.399742723314228954e+01,8.230738930823544308e+01,8.067283651242992448e+01,7.908836846610932980e+01,7.755759286555019116e+01,7.607422655906117370e+01,7.464438867898959984e+01,7.328540497085623429e+01,7.196573578933912074e+01,7.069651175632891693e+01,6.947731717860469303e+01,6.831275000337883796e+01,6.720758043911517632e+01,6.615327573333976829e+01,6.514632464808306622e+01,6.419096362613180418e+01,6.329041770540483469e+01,6.244250620932864138e+01,6.164092686707371627e+01,6.087684821818547931e+01,6.015817818250663152e+01,5.947698351196442701e+01,5.883728416821347196e+01,5.823838716243670177e+01,5.767144617134324847e+01,5.713790038994029885e+01,5.663551758821311921e+01,5.615890792037080814e+01,5.571130617211785108e+01
1.009912310582877382e+02,9.963299146709238130e+01,9.827475187589703864e+01,9.691651228470169599e+01,9.553210326943987241e+01,9.399582572408802150e+01,9.237809936938296573e+01,9.067458658614572187e+01,8.882702602940948111e+01,8.698787627078466755e+01,8.524654583994825430e+01,8.353361644823219478e+01,8.184511721166417431e+01,8.021899499551969370e+01,7.863478908183834903e+01,7.710979935315815226e+01,7.563329513048799413e+01,7.421812339971732797e+01,7.286057326505051890e+01,7.154769245923846199e+01,7.028489555791932730e+01,6.907325327644183233e+01,6.792221760985694345e+01,6.682907443074024911e+01,6.578386726058400313e+01,6.478695270600749723e+01,6.384997139045054126e+01,6.296304811331756923e+01,6.213100132173343582e+01,6.133315248941032394e+01,6.058430523514820010e+01,5.987479934256563752e+01,5.920962160281189313e+01,5.858504840574516948e+01,5.799620803030555294e+01,5.744056731250218206e+01,5.691884705045780635e+01,5.642617744349934128e+01,5.596124808241588511e+01,5.552636619196195511e+01
1.005949009598914898e+02,9.923666136869613297e+01,9.787842177750080452e+01,9.652015480591015262e+01,9.512918244158630898e+01,9.357146690726662541e+01,9.194590057050456267e+01,9.021272943046969317e+01,8.834992865000138806e+01,8.652117166179067453e+01,8.478621749089877824e+01,8.306650060582435913e+01,8.138494354302437728e+01,7.976270846495506817e+01,7.818572480271858183e+01,7.666379650023620229e+01,7.519330797599234018e+01,7.379104411820236464e+01,7.243314226802777966e+01,7.112759331432017973e+01,6.987020567209346211e+01,6.867322760298064566e+01,6.753478985129525825e+01,6.644978224137403799e+01,6.541525143108214024e+01,6.443489497444828373e+01,6.351088165116082251e+01,6.264425984320754281e+01,6.181479697085485725e+01,6.103108963981647861e+01,6.029283805378749150e+01,5.959921314360822464e+01,5.894893169829561685e+01,5.833566549331879969e+01,5.775763692686948048e+01,5.721515507330123995e+01,5.670402610220664030e+01,5.622280210505131492e+01,5.577090024970144100e+01,5.534730227395153435e+01
1.001985708614952415e+02,9.884033127029988464e+01,9.748209167910454198e+01,9.612327640313627342e+01,9.472264183323828490e+01,9.314704885868368933e+01,9.151160186359054194e+01,8.974388688724286567e+01,8.787211593263533871e+01,8.605812550710005837e+01,8.432165433240066932e+01,8.259665095623087439e+01,8.092363165988408014e+01,7.930093138913272810e+01,7.773307783505053692e+01,7.621816902433069174e+01,7.475799167948527213e+01,7.335939063908882929e+01,7.200697178551249067e+01,7.070831014670589809e+01,6.945915129255502052e+01,6.827454575763886169e+01,6.714776578167698062e+01,6.607447874734337745e+01,6.505125255988363620e+01,6.408723871297245012e+01,6.318116025843644223e+01,6.232249862259121898e+01,6.150348236851550610e+01,6.073284704482220064e+01,6.000743829723042211e+01,5.933194793195961836e+01,5.869287466510463958e+01,5.809054358101464288e+01,5.752515444994361360e+01,5.699427205844570210e+01,5.649540690035139789e+01,5.602678363463915190e+01,5.558644722282214445e+01,5.517435975559294548e+01
9.980224076309897896e+01,9.844400117190363630e+01,9.708576158070827944e+01,9.572587403897486524e+01,9.431159718251450386e+01,9.272299149087184844e+01,9.107520059224030717e+01,8.927045525427178063e+01,8.739431514473919549e+01,8.559832493346938520e+01,8.385449731063071965e+01,8.212748598815640833e+01,8.046298598217626363e+01,7.884058395517578788e+01,7.727814963297474549e+01,7.576955939565245046e+01,7.432378592583073385e+01,7.292434400043740084e+01,7.158013790734047177e+01,7.028565828464014942e+01,6.905202928524390416e+01,6.787995185320225744e+01,6.676196236149772290e+01,6.569906169958652242e+01,6.469338054373598368e+01,6.374517379581197929e+01,6.285505872241301972e+01,6.200212604587137832e+01,6.119678729187580757e+01,6.043746647299284547e+01,5.973120205496516633e+01,5.906818032633835713e+01,5.843967657144186489e+01,5.785058385170955120e+01,5.729818352292204509e+01,5.677975148425558416e+01,5.629346118336221849e+01,5.583732895913623651e+01,5.540840784566238142e+01,5.500565086543480220e+01
9.940591066470275905e+01,9.804767107350740218e+01,9.668943148231205953e+01,9.532823678043912707e+01,9.389648952313955022e+01,9.229886904628115474e+01,9.063024477491904918e+01,8.879298925917996144e+01,8.691790454923629738e+01,8.513554254366748353e+01,8.338396175877132066e+01,8.166174315929110605e+01,7.999938813611979072e+01,7.838375416404612395e+01,7.682589717564097498e+01,7.532578377617731746e+01,7.388521428986886974e+01,7.249017423262057491e+01,7.115292601178008169e+01,6.986683805852047158e+01,6.864544723790990588e+01,6.748402755586032242e+01,6.637814574222686304e+01,6.533017256092520597e+01,6.433869236406931691e+01,6.341154647031349612e+01,6.252489792037837191e+01,6.168637190008372784e+01,6.089186357165576169e+01,6.015146343258027173e+01,5.946070052309232068e+01,5.880783097779737290e+01,5.819252038689546680e+01,5.761666739310136620e+01,5.707652864647624824e+01,5.657277413828663271e+01,5.609854894196384834e+01,5.565341973640143891e+01,5.523533408949264611e+01,5.484199713314977487e+01
9.900958056630649651e+01,9.765134097511115385e+01,9.629310138391581120e+01,9.493046259614530413e+01,9.347886563853732866e+01,9.187115477723698120e+01,9.017706345290758918e+01,8.831241616030195019e+01,8.644391304805975551e+01,8.466818630108883781e+01,8.290892018404960595e+01,8.119423659107771130e+01,7.953015526683866199e+01,7.792304605098840398e+01,7.637150360201664512e+01,7.488474143697311547e+01,7.344219685924828411e+01,7.205512529606662042e+01,7.072191616396720804e+01,6.945194171258559379e+01,6.824248375080883022e+01,6.709130693928659639e+01,6.599780819515012809e+01,6.496551115255240916e+01,6.399412376704682970e+01,6.307358232973787437e+01,6.220026164299452631e+01,6.137274218313579155e+01,6.059587203438402980e+01,5.987225281771470975e+01,5.919336822854739211e+01,5.855225227409867728e+01,5.795077965993869640e+01,5.738861404887590822e+01,5.686332674142297350e+01,5.637188919948116705e+01,5.590936988838490862e+01,5.547504186390826675e+01,5.506666121466325592e+01,5.468390785947473631e+01
9.861325046791024818e+01,9.725501087671490552e+01,9.589677128551956287e+01,9.453261812534560704e+01,9.305987459214102842e+01,9.144075816700447490e+01,8.971651802885901361e+01,8.783067963701975600e+01,8.597380243916447284e+01,8.419710857814783367e+01,8.243198991791241781e+01,8.072614937330233431e+01,7.906366708947427924e+01,7.746221359681926799e+01,7.591874191807131922e+01,7.443994782418575085e+01,7.299922097150650302e+01,7.161951984640592173e+01,7.029522476019160138e+01,6.903768278507234868e+01,6.783858296657717801e+01,6.669939688006179779e+01,6.562373927389684525e+01,6.460717969885119771e+01,6.364962648960008096e+01,6.274032071229371610e+01,6.187821105973762315e+01,6.106579505255879070e+01,6.030760279384581679e+01,5.959683529454812856e+01,5.893070113185503800e+01,5.830298987129364008e+01,5.771534568268597809e+01,5.716844077806247526e+01,5.665734968449803688e+01,5.617662235330279685e+01,5.572607068820896359e+01,5.530153696064770941e+01,5.490296511215293407e+01,5.453052845642558566e+01
9.821692036951399984e+01,9.685868077831867140e+01,9.550044118712332875e+01,9.413411370199099792e+01,9.263841286429835975e+01,9.100831095248808822e+01,8.924791830182043384e+01,8.734794996721836924e+01,8.550707785534596894e+01,8.372331009975383154e+01,8.195815382813641747e+01,8.025532958376062709e+01,7.859792144624751131e+01,7.700156827152322592e+01,7.547003221987453969e+01,7.398844230971535296e+01,7.255581609295921908e+01,7.118037998491138296e+01,6.987167493746322577e+01,6.862530528705131871e+01,6.743778798128107610e+01,6.631363966786983610e+01,6.525276601356452488e+01,6.425632880674186254e+01,6.330527751323140961e+01,6.241002150791933190e+01,6.156111807471085484e+01,6.076770702057339690e+01,6.002338301100786566e+01,5.932560862481105346e+01,5.867338830378287895e+01,5.805956426528588565e+01,5.748866615612270436e+01,5.695550072857162860e+01,5.645672732180316444e+01,5.598703029134003373e+01,5.554754713140597033e+01,5.513251910970242875e+01,5.474550846208738619e+01,5.438169853049377167e+01
9.782059027111775151e+01,9.646235067992240886e+01,9.510411108872706620e+01,9.373448306808823816e+01,9.221483313517548197e+01,9.057275914230088176e+01,8.877242847487327992e+01,8.686588977080401719e+01,8.503771458073771328e+01,8.324395297350989154e+01,8.148430266446148096e+01,7.977867091487142659e+01,7.812877148619635648e+01,7.653855368792292779e+01,7.501877570799901207e+01,7.353599013011609031e+01,7.211121038892193269e+01,7.074531900783613025e+01,6.945015836553704958e+01,6.821334548794347086e+01,6.703919504078319846e+01,6.593153431678575771e+01,6.489202764068154750e+01,6.390072327607526859e+01,6.296657893406957385e+01,6.208226297636059599e+01,6.125323204629829377e+01,6.047449475672650010e+01,5.974287170379768952e+01,5.906116698732316195e+01,5.842225459123323361e+01,5.782546686109837708e+01,5.726906818754062556e+01,5.674928816685786614e+01,5.626129923219458817e+01,5.580331166300014445e+01,5.537305405477432885e+01,5.496888233869132279e+01,5.459223667463193408e+01,5.423832088975456855e+01
