1000W,,800W,,600W,,400W,,200W,
X,Y,X,Y,X,Y,X,Y,X,Y
34,9.019515073480871,34,6.8836655742843975,34,4.990502651644048,34,3.1846498375461465,34,1.5892538350574004
34.25,8.905068943881252,34.25,6.768074071967455,34.25,4.870418760188813,34.25,3.1041562175621706,34.25,1.5292884229391888
34.5,8.78015694536144,34.5,6.650560764160109,34.5,4.749358279512944,34.5,3.007051103902782,34.5,1.4694645724479436
34.75,8.644639022681885,34.75,6.521624533874482,34.75,4.598607579706149,34.75,2.913362792938054,34.75,1.4083713239650582
35,8.494856618498536,35,6.3898197766915965,35,4.465901284254159,35,2.813723316023296,35,1.3367444884305275
35.25,8.315080131323578,35.25,6.238367986081988,35.25,4.316187237329508,35.25,2.7137538808792883,35.25,1.2624964497341349
35.5,8.119433434089597,35.5,6.089771573973723,35.5,4.156300515303521,35.5,2.60448082078158,35.5,1.1853454523389129
35.75,7.897617013804731,35.75,5.9289159577199495,35.75,3.995983578429712,35.75,2.491265178109801,35.75,1.1103454519080813
36,7.651475087787636,36,5.747173780775867,36,3.821905190697489,36,2.376827633282481,36,1.033701747886182
36.25,7.400724311233091,36.25,5.559743321322334,36.25,3.637260462537407,36.25,2.230392232448599,36.25,0.9376062722205614
36.5,7.129199997985757,36.5,5.359566213467551,36.5,3.447286217795364,36.5,2.104895226395838,36.5,0.8513708127912523
36.75,6.836385584386211,36.75,5.129347091398086,36.75,3.2452907008575025,36.75,1.986276238273252,36.75,0.7530913736177265
37,6.545515032966382,37,4.888265053828046,37,3.03045868916573,37,1.8630229959576905,37,0.6482239631370472
37.25,6.225321571211451,37.25,4.604925311410517,37.25,2.8113408815161396,37.25,1.7023907334414883,37.25,0.5392604329600061
37.5,5.889027387668452,37.5,4.299035513309644,37.5,2.5747988882940014,37.5,1.5431026352016382,37.5,0.4269099915909518
37.75,5.5342111683421535,37.75,3.955537212314219,37.75,2.332712964356352,37.75,1.3812218784276151,37.75,0.30655119958465527
38,5.1729199505264685,38,3.598156074101281,38,2.0589819748202007,38,1.2098133517827137,38,0.16511490126224615
38.25,4.790575885450826,38.25,3.234389585540219,38.25,1.789727894068724,38.25,1.0242976265298136,38.25,0.04422851033853448
38.5,4.384450261072898,38.5,2.843292888775217,38.5,1.5430340534788591,38.5,0.8479204717214355,,
38.75,3.9602588024229224,38.75,2.468855924412736,38.75,1.1838569170658904,38.75,0.6460846223530403,,
39,3.523782163449784,39,2.072000007179355,39,0.8406478517977263,39,0.446355023401825,,
39.25,3.062134125256504,39.25,1.673341001302914,39.25,0.5212521325651949,,,,
39.5,2.5762447567635682,39.5,1.2571657934553855,,,,,,
39.75,2.05594313836359,39.75,0.8232615694375855,,,,,,
40,1.5008209032244064,40,0.37677112190940854,,,,,,
40.25,0.9105604340587377,,,,,,,,
40.5,0.26921119726858933,,,,,,,,
