9.999752044677734375e-01,1.159524917602539062e+00,1.319932937622070312e+00,1.504945755004882812e+00,1.721048355102539062e+00,1.952028274536132812e+00,2.083444595336914062e+00,2.198648452758789062e+00,2.326917648315429688e+00,2.464723587036132812e+00,2.609968185424804688e+00,2.758836746215820312e+00,2.908563613891601562e+00,3.060102462768554688e+00,3.213834762573242188e+00,3.370618820190429688e+00,3.531026840209960938e+00,3.696680068969726562e+00,3.869867324829101562e+00,4.050970077514648438e+00,4.239797592163085938e+00,4.435396194458007812e+00,4.638433456420898438e+00,4.849100112915039062e+00,5.068063735961914062e+00,5.294942855834960938e+00,5.530405044555664062e+00,5.775403976440429688e+00,6.028890609741210938e+00,6.292867660522460938e+00,6.566762924194335938e+00,6.850481033325195312e+00,7.142019271850585938e+00,7.442235946655273438e+00,7.749032974243164062e+00,8.060121536254882812e+00,8.375787734985351562e+00,8.695459365844726562e+00,9.021234512329101562e+00,9.349870681762695312e+00,9.681653976440429688e+00
1.050043106079101562e+00,1.209497451782226562e+00,1.370477676391601562e+00,1.559782028198242188e+00,1.782751083374023438e+00,2.005815505981445312e+00,2.114534378051757812e+00,2.234220504760742188e+00,2.367448806762695312e+00,2.508974075317382812e+00,2.657365798950195312e+00,2.807569503784179688e+00,2.959394454956054688e+00,3.112459182739257812e+00,3.268384933471679688e+00,3.427839279174804688e+00,3.590917587280273438e+00,3.760671615600585938e+00,3.937959671020507812e+00,4.123640060424804688e+00,4.316186904907226562e+00,4.515695571899414062e+00,4.721975326538085938e+00,4.936742782592773438e+00,5.159330368041992188e+00,5.390882492065429688e+00,5.630922317504882812e+00,5.880212783813476562e+00,6.138944625854492188e+00,6.407690048217773438e+00,6.686544418334960938e+00,6.974458694458007812e+00,7.270479202270507812e+00,7.574510574340820312e+00,7.883977890014648438e+00,8.198308944702148438e+00,8.516263961791992188e+00,8.838510513305664062e+00,9.166002273559570312e+00,9.495973587036132812e+00,9.827470779418945312e+00
1.100015640258789062e+00,1.259469985961914062e+00,1.421976089477539062e+00,1.615285873413085938e+00,1.844644546508789062e+00,2.034425735473632812e+00,2.146863937377929688e+00,2.271699905395507812e+00,2.409029006958007812e+00,2.554750442504882812e+00,2.705621719360351562e+00,2.857732772827148438e+00,3.010892868041992188e+00,3.165578842163085938e+00,3.324460983276367188e+00,3.486299514770507812e+00,3.652811050415039062e+00,3.826379776000976562e+00,4.008245468139648438e+00,4.198026657104492188e+00,4.393911361694335938e+00,4.596757888793945312e+00,4.806566238403320312e+00,5.025339126586914062e+00,5.251932144165039062e+00,5.487871170043945312e+00,5.733060836791992188e+00,5.986738204956054688e+00,6.250429153442382812e+00,6.523942947387695312e+00,6.807661056518554688e+00,7.099390029907226562e+00,7.399606704711914062e+00,7.707452774047851562e+00,8.019685745239257812e+00,8.336210250854492188e+00,8.656740188598632812e+00,8.981561660766601562e+00,9.309720993041992188e+00,9.640359878540039062e+00,9.970521926879882812e+00
1.149988174438476562e+00,1.309537887573242188e+00,1.474237442016601562e+00,1.672601699829101562e+00,1.906538009643554688e+00,2.064275741577148438e+00,2.181005477905273438e+00,2.311182022094726562e+00,2.452516555786132812e+00,2.602052688598632812e+00,2.754735946655273438e+00,2.908849716186523438e+00,3.062963485717773438e+00,3.220796585083007812e+00,3.381967544555664062e+00,3.546094894409179688e+00,3.716421127319335938e+00,3.894472122192382812e+00,4.080343246459960938e+00,4.273462295532226562e+00,4.472875595092773438e+00,4.678678512573242188e+00,4.892396926879882812e+00,5.114984512329101562e+00,5.346059799194335938e+00,5.586767196655273438e+00,5.836343765258789062e+00,6.094789505004882812e+00,6.363153457641601562e+00,6.641626358032226562e+00,6.929922103881835938e+00,7.225370407104492188e+00,7.529878616333007812e+00,7.840871810913085938e+00,8.155775070190429688e+00,8.474397659301757812e+00,8.797121047973632812e+00,9.123086929321289062e+00,9.451913833618164062e+00,9.781694412231445312e+00,1.011033058166503906e+01
1.199960708618164062e+00,1.359510421752929688e+00,1.527070999145507812e+00,1.732015609741210938e+00,1.967954635620117188e+00,2.095270156860351562e+00,2.216672897338867188e+00,2.352094650268554688e+00,2.497911453247070312e+00,2.650499343872070312e+00,2.805280685424804688e+00,2.960443496704101562e+00,3.116750717163085938e+00,3.277349472045898438e+00,3.440332412719726562e+00,3.607702255249023438e+00,3.782320022583007812e+00,3.964185714721679688e+00,4.153680801391601562e+00,4.349851608276367188e+00,4.552221298217773438e+00,4.761457443237304688e+00,4.979467391967773438e+00,5.205488204956054688e+00,5.441522598266601562e+00,5.686998367309570312e+00,5.941152572631835938e+00,6.204366683959960938e+00,6.477594375610351562e+00,6.760549545288085938e+00,7.052564620971679688e+00,7.352113723754882812e+00,7.660818099975585938e+00,7.974863052368164062e+00,8.291578292846679688e+00,8.612489700317382812e+00,8.936548233032226562e+00,9.262895584106445312e+00,9.591817855834960938e+00,9.921026229858398438e+00,1.024718284606933594e+01
1.250028610229492188e+00,1.409482955932617188e+00,1.580572128295898438e+00,1.793146133422851562e+00,2.013731002807617188e+00,2.127599716186523438e+00,2.254343032836914062e+00,2.394819259643554688e+00,2.545118331909179688e+00,2.700185775756835938e+00,2.856492996215820312e+00,3.012895584106445312e+00,3.172159194946289062e+00,3.334760665893554688e+00,3.500318527221679688e+00,3.671407699584960938e+00,3.849649429321289062e+00,4.035329818725585938e+00,4.227876663208007812e+00,4.426908493041992188e+00,4.632425308227539062e+00,4.845571517944335938e+00,5.067205429077148438e+00,5.297803878784179688e+00,5.538511276245117188e+00,5.789041519165039062e+00,6.047582626342773438e+00,6.315469741821289062e+00,6.593179702758789062e+00,6.880807876586914062e+00,7.175874710083007812e+00,7.480478286743164062e+00,7.792520523071289062e+00,8.108472824096679688e+00,8.427286148071289062e+00,8.749246597290039062e+00,9.073972702026367188e+00,9.401082992553710938e+00,9.729623794555664062e+00,1.005654335021972656e+01,1.038117408752441406e+01
1.300001144409179688e+00,1.459455490112304688e+00,1.634073257446289062e+00,1.855611801147460938e+00,2.043390274047851562e+00,2.161836624145507812e+00,2.294111251831054688e+00,2.439737319946289062e+00,2.593564987182617188e+00,2.751207351684570312e+00,2.908372879028320312e+00,3.067064285278320312e+00,3.228616714477539062e+00,3.393697738647460938e+00,3.561925888061523438e+00,3.736734390258789062e+00,3.918409347534179688e+00,4.107046127319335938e+00,4.302549362182617188e+00,4.504823684692382812e+00,4.713487625122070312e+00,4.930448532104492188e+00,5.156183242797851562e+00,5.391645431518554688e+00,5.637121200561523438e+00,5.892229080200195312e+00,6.155443191528320312e+00,6.427812576293945312e+00,6.710100173950195312e+00,7.000970840454101562e+00,7.300615310668945312e+00,7.609128952026367188e+00,7.924222946166992188e+00,8.242273330688476562e+00,8.562231063842773438e+00,8.884382247924804688e+00,9.210157394409179688e+00,9.537553787231445312e+00,9.864664077758789062e+00,1.018776893615722656e+01,1.051344871520996094e+01
1.349973678588867188e+00,1.509523391723632812e+00,1.688623428344726562e+00,1.918363571166992188e+00,2.074384689331054688e+00,2.197694778442382812e+00,2.335786819458007812e+00,2.486753463745117188e+00,2.643728256225585938e+00,2.802801132202148438e+00,2.961778640747070312e+00,3.122568130493164062e+00,3.286504745483398438e+00,3.453874588012695312e+00,3.625154495239257812e+00,3.803110122680664062e+00,3.987932205200195312e+00,4.179430007934570312e+00,4.377794265747070312e+00,4.583406448364257812e+00,4.795694351196289062e+00,5.016565322875976562e+00,5.246591567993164062e+00,5.486726760864257812e+00,5.738019943237304688e+00,5.997037887573242188e+00,6.264448165893554688e+00,6.541109085083007812e+00,6.827497482299804688e+00,7.121992111206054688e+00,7.426309585571289062e+00,7.739019393920898438e+00,8.056402206420898438e+00,8.374547958374023438e+00,8.694505691528320312e+00,9.018754959106445312e+00,9.344339370727539062e+00,9.671449661254882812e+00,9.995031356811523438e+00,1.031842231750488281e+01,1.064248085021972656e+01
1.400041580200195312e+00,1.559495925903320312e+00,1.744222640991210938e+00,1.980924606323242188e+00,2.106714248657226562e+00,2.235746383666992188e+00,2.380132675170898438e+00,2.535390853881835938e+00,2.695131301879882812e+00,2.855443954467773438e+00,3.016614913940429688e+00,3.179407119750976562e+00,3.345823287963867188e+00,3.515195846557617188e+00,3.689336776733398438e+00,3.870153427124023438e+00,4.057836532592773438e+00,4.252004623413085938e+00,4.453992843627929688e+00,4.663038253784179688e+00,4.878854751586914062e+00,5.103921890258789062e+00,5.338621139526367188e+00,5.583810806274414062e+00,5.839872360229492188e+00,6.102991104125976562e+00,6.374502182006835938e+00,6.655263900756835938e+00,6.945562362670898438e+00,7.244634628295898438e+00,7.552957534790039062e+00,7.868528366088867188e+00,8.187150955200195312e+00,8.505201339721679688e+00,8.826112747192382812e+00,9.151029586791992188e+00,9.477186203002929688e+00,9.800863265991210938e+00,1.012320518493652344e+01,1.044688224792480469e+01,1.076922416687011719e+01
1.450014114379882812e+00,1.609659194946289062e+00,1.802492141723632812e+00,2.020502090454101562e+00,2.141046524047851562e+00,2.275800704956054688e+00,2.426767349243164062e+00,2.585840225219726562e+00,2.747392654418945312e+00,2.909708023071289062e+00,3.072214126586914062e+00,3.237676620483398438e+00,3.406095504760742188e+00,3.577280044555664062e+00,3.753995895385742188e+00,3.937482833862304688e+00,4.127931594848632812e+00,4.325628280639648438e+00,4.531240463256835938e+00,4.743337631225585938e+00,4.963541030883789062e+00,5.192708969116210938e+00,5.432271957397460938e+00,5.682802200317382812e+00,5.942964553833007812e+00,6.209897994995117188e+00,6.485223770141601562e+00,6.770277023315429688e+00,7.064294815063476562e+00,7.368135452270507812e+00,7.680463790893554688e+00,7.997560501098632812e+00,8.315992355346679688e+00,8.633852005004882812e+00,8.956766128540039062e+00,9.281969070434570312e+00,9.605836868286132812e+00,9.928369522094726562e+00,1.024985313415527344e+01,1.057276725769042969e+01,1.089320182800292969e+01
