1000W,,800W,,600W,,400W,,200W,
X,Y,X,Y,X,Y,X,Y,X,Y
38.84691048,8.767308444,39.05693672,6.753842565,38.63592957,5.377838221,38.85741179,3.234144652,38.76640042,1.676444049
39.17245115,8.525697425,39.37197608,6.515575281,38.98342753,5.096276258,39.24596033,2.987318409,39.13768819,1.589714438
39.4769892,8.284334219,39.66601281,6.275161444,39.31946952,4.856943191,39.51576327,2.734776128,39.50849313,1.3225651
39.75602406,8.035543594,39.89431912,6.017140839,39.58161338,4.592249078,39.81484175,2.500132722,39.80019624,1.060670792
40.02005705,7.751570457,40.15135606,5.766963525,39.85503643,4.345729254,40.07556398,2.24478378,40.07789761,0.820588988
40.2773718,7.488357187,40.40110465,5.515980063,40.11574291,4.095029338,40.29609153,1.998852686,40.18932819,0.566594586
40.5248375,7.23417628,40.64063458,5.245793724,40.33074586,3.850625601,40.48511515,1.747664205,40.36159972,0.291756832
40.73880474,6.985094289,40.84215976,4.990767045,40.54646492,3.593785443,40.63213352,1.50248607,40.39060334,0.083334613
40.94717288,6.7388167,41.02068206,4.749905283,40.68814051,3.361947016,40.73114589,1.205366028,,
41.14669781,6.478857024,41.18870305,4.503994179,40.90903653,3.090887561,40.87497636,0.873965141,,
41.32522011,6.231235659,41.34622273,4.252166968,41.03056565,2.802514405,40.93667157,0.62096867,,
41.4932411,5.982392679,41.48273979,4.005857161,41.15019824,2.550794641,40.99127839,0.085352979,,
41.66126209,5.712660082,41.60219221,3.739141014,41.26653631,2.295127384,40.97867681,0.372586145,,
41.81878177,5.43915793,41.71026822,3.487040394,41.37472629,2.027710723,,,,
41.95529883,5.188342914,41.82742991,3.213321979,41.47032915,1.710116202,,,,
42.06781289,4.932781052,41.94479752,2.934414334,41.5743876,1.243402995,,,,
42.15744909,4.693100184,42.04080951,2.651362643,41.48974066,1.500531486,,,,
42.26508753,4.441691813,42.1023172,2.384614278,41.68688529,0.086272662,,,,
42.38191463,4.167561402,42.17132582,2.112735129,41.65176091,0.823966184,,,,
42.48786537,3.889870856,42.23883425,1.809470739,41.6583981,0.535500041,,,,
42.58133858,3.616143175,42.30052946,1.494056927,41.69743328,0.331690233,,,,
42.6477677,3.330941947,42.34605818,1.152574379,,,,,,
42.72189461,3.059537783,42.36646558,0.835822562,,,,,,
42.77440117,2.815966542,42.38285225,0.565961091,,,,,,
42.85141079,2.511051432,42.41233419,0.20991115,,,,,,
42.89441616,2.196921855,,,,,,,,
42.95442366,1.910435681,,,,,,,,
42.98372732,1.61272461,,,,,,,,
43.02876628,1.274451266,,,,,,,,
43.05147424,0.9328,,,,,,,,
43.05955218,0.658105767,,,,,,,,
43.08378597,0.381607302,,,,,,,,
43.07646832,0.10173917,,,,,,,,
