1000W,,800W,,600W,,400W,,200W,
X,Y,X,Y,X,Y,X,Y,X,Y
0.25,11.481226357325232,0.25,9.351588048725857,0,7.185892433331727,0.25,5.048690562572144,0.25,2.970547489841067
0.5,11.48122662197101,0.5,9.35268460575102,0.25,7.200687446087148,0.5,5.048690562572144,0.5,2.971092807414731
0.7500000000000018,11.481226621970025,0.7500000000000018,9.352684607784656,0.5,7.2006875851783265,0.7500000000000018,5.048690562572144,0.7500000000000018,2.9670478622006424
1,11.481226621970025,1,9.35268460778466,0.7500000000000018,7.200687585178453,1,5.048690562572144,1,2.971044687583529
1.25,11.481226621970025,1.25,9.35268460778466,1,7.200687585178453,1.25,5.048690562572144,1.25,2.966843843330114
1.5,11.481226621970025,1.5,9.35268460778466,1.25,7.200687585178453,1.5,5.048690562572144,1.5,2.967058564783244
1.75,11.481226621970025,1.75,9.35268460778466,1.5,7.200687585178453,1.75,5.048690562572144,1.75,2.967058565228207
2.0000000000000018,11.481226621970025,2.0000000000000018,9.35268460778466,1.75,7.200687585178453,2.0000000000000018,5.048690562572144,2.0000000000000018,2.967058565228207
2.25,11.481226621970025,2.25,9.35268460778466,2.0000000000000018,7.200687585178453,2.25,5.048690562572144,2.25,2.967058565228207
2.5000000000000018,11.481226621970025,2.5000000000000018,9.35268460778466,2.25,7.200687585178453,2.5000000000000018,5.048690562572144,2.5000000000000018,2.967058565228207
2.7500000000000018,11.481226621970025,2.7500000000000018,9.35268460778466,2.5000000000000018,7.200687585178453,2.7500000000000018,5.048690562572144,2.7500000000000018,2.967058565228207
3,11.481226621970025,3,9.35268460778466,2.7500000000000018,7.200687585178453,3,5.048690562572144,3,2.967058565228207
3.25,11.481226621970025,3.25,9.35268460778466,3,7.200687585178453,3.25,5.048690562572144,3.25,2.967058565228207
3.5000000000000018,11.481226621970025,3.5000000000000018,9.35268460778466,3.25,7.200687585178453,3.5000000000000018,5.048690562572144,3.5000000000000018,2.967058565228207
3.7500000000000018,11.481226621970025,3.7500000000000018,9.35268460778466,3.5000000000000018,7.200687585178453,3.7500000000000018,5.048690562572144,3.7500000000000018,2.967058565228207
4,11.481226621970025,4,9.35268460778466,3.7500000000000018,7.200687585178453,4,5.048690562572144,4,2.967058565228207
4.25,11.481226621970025,4.25,9.35268460778466,4,7.200687585178453,4.25,5.048690562572144,4.25,2.967058565228207
4.500000000000002,11.481226621970025,4.500000000000002,9.35268460778466,4.25,7.200687585178453,4.500000000000002,5.048690562572144,4.500000000000002,2.967058565228207
4.75,11.481226621970025,4.75,9.35268460778466,4.500000000000002,7.200687585178453,4.75,5.048690562572144,4.75,2.967058565228207
5,11.481226621970025,5,9.35268460778466,4.75,7.200687585178453,5,5.048690562572144,5,2.967058565228207
5.250000000000002,11.481226621970025,5.250000000000002,9.35268460778466,5,7.200687585178453,5.250000000000002,5.048690562572144,5.250000000000002,2.967058565228207
5.500000000000002,11.481226621970025,5.500000000000002,9.35268460778466,5.250000000000002,7.200687585178453,5.500000000000002,5.048690562572144,5.500000000000002,2.967058565228207
5.75,11.481226621970025,5.75,9.35268460778466,5.500000000000002,7.200687585178453,5.75,5.048690562572144,5.75,2.967058565228207
6.000000000000002,11.481226621970025,6.000000000000002,9.35268460778466,5.75,7.200687585178453,6.000000000000002,5.048690562572144,6.000000000000002,2.967058565228207
6.250000000000002,11.481226621970025,6.250000000000002,9.35268460778466,6.000000000000002,7.200687585178453,6.250000000000002,5.048690562572144,6.250000000000002,2.967058565228207
6.5,11.481226621970025,6.5,9.35268460778466,6.250000000000002,7.200687585178453,6.5,5.048690562572144,6.5,2.967058565228207
6.75,11.481226621970025,6.75,9.35268460778466,6.5,7.200687585178453,6.75,5.048690562572144,6.75,2.967058565228207
7.000000000000002,11.481226621970025,7.000000000000002,9.35268460778466,6.75,7.200687585178453,7.000000000000002,5.048690562572144,7.000000000000002,2.967058565228207
7.25,11.481226621970025,7.25,9.35268460778466,7.000000000000002,7.200687585178453,7.25,5.048690562572144,7.25,2.967058565228207
7.5,11.481226621970025,7.5,9.35268460778466,7.25,7.200687585178453,7.5,5.048690562572144,7.5,2.967058565228207
7.750000000000002,11.481226621970025,7.750000000000002,9.35268460778466,7.5,7.200687585178453,7.750000000000002,5.048690562572144,7.750000000000002,2.967058565228207
7.999999999999998,11.481226621970025,7.999999999999998,9.35268460778466,7.750000000000002,7.200687585178453,7.999999999999998,5.048690562572144,7.999999999999998,2.967058565228207
8.249999999999998,11.481226621970025,8.249999999999998,9.35268460778466,7.999999999999998,7.200687585178453,8.249999999999998,5.048690562572144,8.249999999999998,2.967058565228207
8.499999999999998,11.481226621970025,8.499999999999998,9.35268460778466,8.249999999999998,7.200687585178453,8.499999999999998,5.048690562572144,8.499999999999998,2.967058565228207
8.749999999999998,11.481226621970025,8.749999999999998,9.35268460778466,8.499999999999998,7.200687585178453,8.749999999999998,5.048690562572144,8.749999999999998,2.967058565228207
8.999999999999998,11.481226621970025,8.999999999999998,9.35268460778466,8.749999999999998,7.200687585178453,8.999999999999998,5.048690562572144,8.999999999999998,2.967058565228207
9.250000000000002,11.481226621970025,9.250000000000002,9.35268460778466,8.999999999999998,7.200687585178453,9.250000000000002,5.048690562572144,9.250000000000002,2.967058565228207
9.499999999999998,11.481226621970025,9.499999999999998,9.35268460778466,9.250000000000002,7.200687585178453,9.499999999999998,5.048690562572144,9.499999999999998,2.967058565228207
9.749999999999998,11.481226621970025,9.749999999999998,9.35268460778466,9.499999999999998,7.200687585178453,9.749999999999998,5.048690562572144,9.749999999999998,2.967058565228207
