Settlement Date,Settlement Period,Market Index Data Provider Id,Market Index Volume(MWh),Market Index Price(£/MWh)
19-Jan-2016,46,N2EXMIDP,0,0
19-Jan-2016,46,APXMIDP,1662.6,34.42
19-Jan-2016,47,N2EXMIDP,0,0
19-Jan-2016,47,APXMIDP,439.15,33.07
19-Jan-2016,48,APXMIDP,728.55,32.12
19-Jan-2016,48,N2EXMIDP,0,0
20-Jan-2016,1,N2EXMIDP,0,0
20-Jan-2016,1,APXMIDP,243.2,31.34
20-Jan-2016,2,N2EXMIDP,0,0
20-Jan-2016,2,APXMIDP,265.7,31.82
20-Jan-2016,3,N2EXMIDP,0,0
20-Jan-2016,3,APXMIDP,286.45,30.42
20-Jan-2016,4,N2EXMIDP,0,0
20-Jan-2016,4,APXMIDP,215.3,28.47
20-Jan-2016,5,N2EXMIDP,0,0
20-Jan-2016,5,APXMIDP,209.05,28.31
20-Jan-2016,6,N2EXMIDP,0,0
20-Jan-2016,6,APXMIDP,239,28.22
20-Jan-2016,7,N2EXMIDP,0,0
20-Jan-2016,7,APXMIDP,395.1,28.43
20-Jan-2016,8,N2EXMIDP,0,0
20-Jan-2016,8,APXMIDP,541.65,28.03
20-Jan-2016,9,N2EXMIDP,0,0
20-Jan-2016,9,APXMIDP,392.3,29.04
20-Jan-2016,10,N2EXMIDP,0,0
20-Jan-2016,10,APXMIDP,530.6,28.39
20-Jan-2016,11,N2EXMIDP,0,0
20-Jan-2016,11,APXMIDP,399.75,30.94
20-Jan-2016,12,N2EXMIDP,0,0
20-Jan-2016,12,APXMIDP,377,31.06
20-Jan-2016,13,N2EXMIDP,0,0
20-Jan-2016,13,APXMIDP,775.25,32.19
20-Jan-2016,14,N2EXMIDP,0,0
20-Jan-2016,14,APXMIDP,688.1,30.54
20-Jan-2016,15,N2EXMIDP,0,0
20-Jan-2016,15,APXMIDP,904.7,40.92
20-Jan-2016,16,N2EXMIDP,0,0
20-Jan-2016,16,APXMIDP,678,46.92
20-Jan-2016,17,N2EXMIDP,0,0
20-Jan-2016,17,APXMIDP,648.6,47.72
20-Jan-2016,18,N2EXMIDP,0,0
20-Jan-2016,18,APXMIDP,659.55,47.21
20-Jan-2016,19,N2EXMIDP,0,0
20-Jan-2016,19,APXMIDP,752.95,48.29
20-Jan-2016,20,N2EXMIDP,0,0
20-Jan-2016,20,APXMIDP,671.4,47.85
20-Jan-2016,21,N2EXMIDP,0,0
20-Jan-2016,21,APXMIDP,913.85,48.65
20-Jan-2016,22,N2EXMIDP,0,0
20-Jan-2016,22,APXMIDP,915.95,47.45
20-Jan-2016,23,N2EXMIDP,0,0
20-Jan-2016,23,APXMIDP,769.25,49.39
20-Jan-2016,24,N2EXMIDP,0,0
20-Jan-2016,24,APXMIDP,580.9,46
20-Jan-2016,25,N2EXMIDP,0,0
20-Jan-2016,25,APXMIDP,725.7,43.48
20-Jan-2016,26,N2EXMIDP,0,0
20-Jan-2016,26,APXMIDP,802.35,42.66
20-Jan-2016,27,N2EXMIDP,0,0
20-Jan-2016,27,APXMIDP,828.5,38.73
20-Jan-2016,28,N2EXMIDP,0,0
20-Jan-2016,28,APXMIDP,788.05,38.95
20-Jan-2016,29,N2EXMIDP,0,0
20-Jan-2016,29,APXMIDP,820.8,38.17
20-Jan-2016,30,N2EXMIDP,0,0
20-Jan-2016,30,APXMIDP,941,37.5
20-Jan-2016,31,N2EXMIDP,0,0
20-Jan-2016,31,APXMIDP,741.25,52.97
20-Jan-2016,32,N2EXMIDP,0,0
20-Jan-2016,32,APXMIDP,712.45,58.27
20-Jan-2016,33,N2EXMIDP,0,0
20-Jan-2016,33,APXMIDP,824.35,47.74
20-Jan-2016,34,N2EXMIDP,0,0
20-Jan-2016,34,APXMIDP,567.5,60.23
20-Jan-2016,35,N2EXMIDP,0,0
20-Jan-2016,35,APXMIDP,727.85,72.27
20-Jan-2016,36,N2EXMIDP,0,0
20-Jan-2016,36,APXMIDP,738,68.49
20-Jan-2016,37,N2EXMIDP,0,0
20-Jan-2016,37,APXMIDP,937.65,54.98
20-Jan-2016,38,N2EXMIDP,0,0
20-Jan-2016,38,APXMIDP,821.4,56.95
20-Jan-2016,39,N2EXMIDP,0,0
20-Jan-2016,39,APXMIDP,934.1,47.09
20-Jan-2016,40,N2EXMIDP,0,0
20-Jan-2016,40,APXMIDP,890.95,38.61
20-Jan-2016,41,N2EXMIDP,0,0
20-Jan-2016,41,APXMIDP,834.8,42.73
20-Jan-2016,42,N2EXMIDP,0,0
20-Jan-2016,42,APXMIDP,896.15,37.8
20-Jan-2016,43,N2EXMIDP,0,0
20-Jan-2016,43,APXMIDP,1088.15,34.61
20-Jan-2016,44,N2EXMIDP,0,0
20-Jan-2016,44,APXMIDP,1606.45,33.56
20-Jan-2016,45,N2EXMIDP,0,0
20-Jan-2016,45,APXMIDP,1174,32.78
20-Jan-2016,46,N2EXMIDP,0,0
20-Jan-2016,46,APXMIDP,1490.25,31.76
20-Jan-2016,47,N2EXMIDP,0,0
20-Jan-2016,47,APXMIDP,800.75,31.48
20-Jan-2016,48,N2EXMIDP,0,0
20-Jan-2016,48,APXMIDP,297.85,30.46
21-Jan-2016,1,APXMIDP,206.85,32.1
21-Jan-2016,1,N2EXMIDP,0,0
21-Jan-2016,2,APXMIDP,366.45,33.03
21-Jan-2016,2,N2EXMIDP,0,0
21-Jan-2016,3,APXMIDP,132.25,31.04
21-Jan-2016,3,N2EXMIDP,0,0
21-Jan-2016,4,N2EXMIDP,0,0
21-Jan-2016,4,APXMIDP,119,30.4
21-Jan-2016,5,N2EXMIDP,0,0
21-Jan-2016,5,APXMIDP,104.15,29.4
21-Jan-2016,6,APXMIDP,211.5,30.86
21-Jan-2016,6,N2EXMIDP,0,0
21-Jan-2016,7,APXMIDP,310,27.81
21-Jan-2016,7,N2EXMIDP,0,0
21-Jan-2016,8,APXMIDP,375.5,27.56
21-Jan-2016,8,N2EXMIDP,0,0
21-Jan-2016,9,APXMIDP,277,28.13
21-Jan-2016,9,N2EXMIDP,0,0
21-Jan-2016,10,APXMIDP,196.65,27.47
21-Jan-2016,10,N2EXMIDP,0,0
21-Jan-2016,11,APXMIDP,236.7,31.23
21-Jan-2016,11,N2EXMIDP,0,0
21-Jan-2016,12,APXMIDP,327.2,29.83
21-Jan-2016,12,N2EXMIDP,0,0
21-Jan-2016,13,APXMIDP,790.5,35.09
21-Jan-2016,13,N2EXMIDP,0,0
21-Jan-2016,14,APXMIDP,690.25,32.89
21-Jan-2016,14,N2EXMIDP,0,0
21-Jan-2016,15,APXMIDP,899.5,35.21
21-Jan-2016,15,N2EXMIDP,0,0
21-Jan-2016,16,N2EXMIDP,0,0
21-Jan-2016,16,APXMIDP,610,39.45
21-Jan-2016,17,APXMIDP,492.3,40.28
21-Jan-2016,17,N2EXMIDP,0,0
21-Jan-2016,18,N2EXMIDP,0,0
21-Jan-2016,18,APXMIDP,569.6,37.72
21-Jan-2016,19,APXMIDP,431.6,40.5
21-Jan-2016,19,N2EXMIDP,0,0
21-Jan-2016,20,N2EXMIDP,0,0
21-Jan-2016,20,APXMIDP,389.45,38.76
21-Jan-2016,21,N2EXMIDP,0,0
21-Jan-2016,21,APXMIDP,468.05,38.25
21-Jan-2016,22,APXMIDP,528.25,37.99
21-Jan-2016,22,N2EXMIDP,0,0
21-Jan-2016,23,N2EXMIDP,0,0
21-Jan-2016,23,APXMIDP,700.1,35.68
21-Jan-2016,24,N2EXMIDP,0,0
21-Jan-2016,24,APXMIDP,695.6,35.21
21-Jan-2016,25,N2EXMIDP,0,0
21-Jan-2016,25,APXMIDP,713.7,35.82
21-Jan-2016,26,APXMIDP,733.2,35.7
21-Jan-2016,26,N2EXMIDP,0,0
21-Jan-2016,27,APXMIDP,960.8,34.71
21-Jan-2016,27,N2EXMIDP,0,0
21-Jan-2016,28,APXMIDP,1058.8,33.17
21-Jan-2016,28,N2EXMIDP,0,0
21-Jan-2016,29,APXMIDP,941.65,33.49
21-Jan-2016,29,N2EXMIDP,0,0
21-Jan-2016,30,APXMIDP,1033.9,33.54
21-Jan-2016,30,N2EXMIDP,0,0
21-Jan-2016,31,APXMIDP,1085.05,35.53
21-Jan-2016,31,N2EXMIDP,0,0
21-Jan-2016,32,N2EXMIDP,0,0
21-Jan-2016,32,APXMIDP,1151.4,36.32
21-Jan-2016,33,N2EXMIDP,0,0
21-Jan-2016,33,APXMIDP,731.6,41.73
21-Jan-2016,34,APXMIDP,807.45,58.45
21-Jan-2016,34,N2EXMIDP,0,0
21-Jan-2016,35,N2EXMIDP,0,0
21-Jan-2016,35,APXMIDP,1173.25,57.73
21-Jan-2016,36,N2EXMIDP,0,0
21-Jan-2016,36,APXMIDP,1194,58.29
21-Jan-2016,37,N2EXMIDP,0,0
21-Jan-2016,37,APXMIDP,1260.25,52.59
21-Jan-2016,38,APXMIDP,1161.85,50.05
21-Jan-2016,38,N2EXMIDP,0,0
21-Jan-2016,39,N2EXMIDP,0,0
21-Jan-2016,39,APXMIDP,1454.5,38.69
21-Jan-2016,40,APXMIDP,1353.15,36.77
21-Jan-2016,40,N2EXMIDP,0,0
21-Jan-2016,41,N2EXMIDP,0,0
21-Jan-2016,41,APXMIDP,1340.7,35.87
21-Jan-2016,42,N2EXMIDP,0,0
21-Jan-2016,42,APXMIDP,1249.5,35.77
21-Jan-2016,43,N2EXMIDP,0,0
21-Jan-2016,43,APXMIDP,1381,34.23
21-Jan-2016,44,N2EXMIDP,0,0
21-Jan-2016,44,APXMIDP,1173.95,33.41
21-Jan-2016,45,N2EXMIDP,0,0
21-Jan-2016,45,APXMIDP,1646.35,31.96
21-Jan-2016,46,N2EXMIDP,0,0
21-Jan-2016,46,APXMIDP,2293.15,30.68
21-Jan-2016,47,N2EXMIDP,0,0
21-Jan-2016,47,APXMIDP,318.5,29.86
21-Jan-2016,48,APXMIDP,275.35,27.96
21-Jan-2016,48,N2EXMIDP,0,0
22-Jan-2016,1,N2EXMIDP,0,0
22-Jan-2016,1,APXMIDP,185.4,27.71
22-Jan-2016,2,N2EXMIDP,0,0
22-Jan-2016,2,APXMIDP,174.1,27.76
22-Jan-2016,3,N2EXMIDP,0,0
22-Jan-2016,3,APXMIDP,262.3,26.25
22-Jan-2016,4,N2EXMIDP,0,0
22-Jan-2016,4,APXMIDP,320.2,25.83
22-Jan-2016,5,N2EXMIDP,0,0
22-Jan-2016,5,APXMIDP,605.65,26.86
22-Jan-2016,6,N2EXMIDP,0,0
22-Jan-2016,6,APXMIDP,623.35,27.2
22-Jan-2016,7,N2EXMIDP,0,0
22-Jan-2016,7,APXMIDP,863.15,26.76
22-Jan-2016,8,N2EXMIDP,0,0
22-Jan-2016,8,APXMIDP,877.2,26.09
22-Jan-2016,9,N2EXMIDP,0,0
22-Jan-2016,9,APXMIDP,690.45,26.75
22-Jan-2016,10,N2EXMIDP,0,0
22-Jan-2016,10,APXMIDP,741.35,26.63
22-Jan-2016,11,N2EXMIDP,0,0
22-Jan-2016,11,APXMIDP,504.25,29.18
22-Jan-2016,12,N2EXMIDP,0,0
22-Jan-2016,12,APXMIDP,369.7,27.58
22-Jan-2016,13,N2EXMIDP,0,0
22-Jan-2016,13,APXMIDP,639.5,30.59
22-Jan-2016,14,N2EXMIDP,0,0
22-Jan-2016,14,APXMIDP,783.05,31.43
22-Jan-2016,15,N2EXMIDP,0,0
22-Jan-2016,15,APXMIDP,660.75,37.27
22-Jan-2016,16,N2EXMIDP,0,0
22-Jan-2016,16,APXMIDP,646.05,36.87
22-Jan-2016,17,N2EXMIDP,0,0
22-Jan-2016,17,APXMIDP,607,35.47
22-Jan-2016,18,N2EXMIDP,0,0
22-Jan-2016,18,APXMIDP,622.8,37.73
22-Jan-2016,19,N2EXMIDP,0,0
22-Jan-2016,19,APXMIDP,637.1,36.8
22-Jan-2016,20,N2EXMIDP,0,0
22-Jan-2016,20,APXMIDP,604.6,36.66
22-Jan-2016,21,N2EXMIDP,0,0
22-Jan-2016,21,APXMIDP,659.35,35.73
22-Jan-2016,22,N2EXMIDP,0,0
22-Jan-2016,22,APXMIDP,694.65,35.89
22-Jan-2016,23,N2EXMIDP,0,0
22-Jan-2016,23,APXMIDP,713.9,33.98
22-Jan-2016,24,N2EXMIDP,0,0
22-Jan-2016,24,APXMIDP,728.35,33.47
22-Jan-2016,25,N2EXMIDP,0,0
22-Jan-2016,25,APXMIDP,747.85,33.24
22-Jan-2016,26,N2EXMIDP,0,0
22-Jan-2016,26,APXMIDP,711.25,33.17
22-Jan-2016,27,N2EXMIDP,0,0
22-Jan-2016,27,APXMIDP,774.45,32.77
22-Jan-2016,28,N2EXMIDP,0,0
22-Jan-2016,28,APXMIDP,1187,32.04
22-Jan-2016,29,N2EXMIDP,0,0
22-Jan-2016,29,APXMIDP,1312.05,31.04
22-Jan-2016,30,N2EXMIDP,0,0
22-Jan-2016,30,APXMIDP,1475.6,30.93
22-Jan-2016,31,N2EXMIDP,0,0
22-Jan-2016,31,APXMIDP,1700.25,33.4
22-Jan-2016,32,N2EXMIDP,0,0
22-Jan-2016,32,APXMIDP,1529.4,34.31
22-Jan-2016,33,N2EXMIDP,0,0
22-Jan-2016,33,APXMIDP,1386.15,34.42
22-Jan-2016,34,N2EXMIDP,0,0
22-Jan-2016,34,APXMIDP,1165.95,43.66
22-Jan-2016,35,N2EXMIDP,0,0
22-Jan-2016,35,APXMIDP,1020.3,44.07
22-Jan-2016,36,N2EXMIDP,0,0
22-Jan-2016,36,APXMIDP,1131.95,43.53
22-Jan-2016,37,N2EXMIDP,0,0
22-Jan-2016,37,APXMIDP,1095,41.6
22-Jan-2016,38,N2EXMIDP,0,0
22-Jan-2016,38,APXMIDP,1174.5,40.62
22-Jan-2016,39,N2EXMIDP,0,0
22-Jan-2016,39,APXMIDP,1280.6,35.91
22-Jan-2016,40,N2EXMIDP,0,0
22-Jan-2016,40,APXMIDP,948.5,35.45
22-Jan-2016,41,N2EXMIDP,0,0
22-Jan-2016,41,APXMIDP,914.95,33.82
22-Jan-2016,42,N2EXMIDP,0,0
22-Jan-2016,42,APXMIDP,1003.45,33.38
22-Jan-2016,43,N2EXMIDP,0,0
22-Jan-2016,43,APXMIDP,1319.55,32.81
22-Jan-2016,44,N2EXMIDP,0,0
22-Jan-2016,44,APXMIDP,1188.8,32.5
22-Jan-2016,45,N2EXMIDP,0,0
22-Jan-2016,45,APXMIDP,1453.25,31.98
22-Jan-2016,46,N2EXMIDP,0,0
22-Jan-2016,46,APXMIDP,1947.8,31.89
22-Jan-2016,47,N2EXMIDP,0,0
22-Jan-2016,47,APXMIDP,913.75,31.5
22-Jan-2016,48,N2EXMIDP,0,0
22-Jan-2016,48,APXMIDP,928.75,28.75
23-Jan-2016,1,APXMIDP,614.15,31.3
23-Jan-2016,1,N2EXMIDP,0,0
23-Jan-2016,2,APXMIDP,502.4,31.27
23-Jan-2016,2,N2EXMIDP,0,0
23-Jan-2016,3,APXMIDP,636.45,31.91
23-Jan-2016,3,N2EXMIDP,0,0
23-Jan-2016,4,N2EXMIDP,0,0
23-Jan-2016,4,APXMIDP,622.3,30.33
23-Jan-2016,5,N2EXMIDP,0,0
23-Jan-2016,5,APXMIDP,631.5,30.16
23-Jan-2016,6,APXMIDP,678.5,30.11
23-Jan-2016,6,N2EXMIDP,0,0
23-Jan-2016,7,APXMIDP,688,29.38
23-Jan-2016,7,N2EXMIDP,0,0
23-Jan-2016,8,APXMIDP,613.3,28.02
23-Jan-2016,8,N2EXMIDP,0,0
23-Jan-2016,9,APXMIDP,424.25,27.44
23-Jan-2016,9,N2EXMIDP,0,0
23-Jan-2016,10,APXMIDP,414.75,27.27
23-Jan-2016,10,N2EXMIDP,0,0
23-Jan-2016,11,APXMIDP,324.65,29.09
23-Jan-2016,11,N2EXMIDP,0,0
23-Jan-2016,12,APXMIDP,348.45,30.45
23-Jan-2016,12,N2EXMIDP,0,0
23-Jan-2016,13,APXMIDP,663.15,31.69
23-Jan-2016,13,N2EXMIDP,0,0
23-Jan-2016,14,APXMIDP,697.65,30.81
23-Jan-2016,14,N2EXMIDP,0,0
23-Jan-2016,15,APXMIDP,825.6,32.33
23-Jan-2016,15,N2EXMIDP,0,0
23-Jan-2016,16,N2EXMIDP,0,0
23-Jan-2016,16,APXMIDP,685.55,33.3
23-Jan-2016,17,APXMIDP,720.05,36.5
23-Jan-2016,17,N2EXMIDP,0,0
23-Jan-2016,18,N2EXMIDP,0,0
23-Jan-2016,18,APXMIDP,681.2,37.52
23-Jan-2016,19,APXMIDP,772.15,43
23-Jan-2016,19,N2EXMIDP,0,0
23-Jan-2016,20,N2EXMIDP,0,0
23-Jan-2016,20,APXMIDP,782.65,41.93
23-Jan-2016,21,N2EXMIDP,0,0
23-Jan-2016,21,APXMIDP,763.75,41.96
23-Jan-2016,22,APXMIDP,740.8,42.09
23-Jan-2016,22,N2EXMIDP,0,0
23-Jan-2016,23,N2EXMIDP,0,0
23-Jan-2016,23,APXMIDP,691.6,34.69
23-Jan-2016,24,N2EXMIDP,0,0
23-Jan-2016,24,APXMIDP,722.15,34.28
23-Jan-2016,25,N2EXMIDP,0,0
23-Jan-2016,25,APXMIDP,646.55,33.35
23-Jan-2016,26,APXMIDP,750.3,32.95
23-Jan-2016,26,N2EXMIDP,0,0
23-Jan-2016,27,APXMIDP,834,31.77
23-Jan-2016,27,N2EXMIDP,0,0
23-Jan-2016,28,APXMIDP,760.2,31.54
23-Jan-2016,28,N2EXMIDP,0,0
23-Jan-2016,29,APXMIDP,801.3,31.36
23-Jan-2016,29,N2EXMIDP,0,0
23-Jan-2016,30,APXMIDP,861.6,31.27
23-Jan-2016,30,N2EXMIDP,0,0
23-Jan-2016,31,APXMIDP,707.8,32.96
23-Jan-2016,31,N2EXMIDP,0,0
23-Jan-2016,32,N2EXMIDP,0,0
23-Jan-2016,32,APXMIDP,595.05,33.3
23-Jan-2016,33,N2EXMIDP,0,0
23-Jan-2016,33,APXMIDP,622.4,30.93
23-Jan-2016,34,APXMIDP,455.3,33.64
23-Jan-2016,34,N2EXMIDP,0,0
23-Jan-2016,35,N2EXMIDP,0,0
23-Jan-2016,35,APXMIDP,632.25,50.78
23-Jan-2016,36,N2EXMIDP,0,0
23-Jan-2016,36,APXMIDP,665.8,51.4
23-Jan-2016,37,N2EXMIDP,0,0
23-Jan-2016,37,APXMIDP,597.8,50.13
23-Jan-2016,38,APXMIDP,598.1,45.87
23-Jan-2016,38,N2EXMIDP,0,0
23-Jan-2016,39,N2EXMIDP,0,0
23-Jan-2016,39,APXMIDP,811.25,37.31
23-Jan-2016,40,APXMIDP,698.35,35.31
23-Jan-2016,40,N2EXMIDP,0,0
23-Jan-2016,41,N2EXMIDP,0,0
23-Jan-2016,41,APXMIDP,755.9,34.16
23-Jan-2016,42,N2EXMIDP,0,0
23-Jan-2016,42,APXMIDP,1027.55,32.93
23-Jan-2016,43,N2EXMIDP,0,0
23-Jan-2016,43,APXMIDP,1431.45,33.21
23-Jan-2016,44,N2EXMIDP,0,0
23-Jan-2016,44,APXMIDP,1488.35,32.89
23-Jan-2016,45,N2EXMIDP,0,0
23-Jan-2016,45,APXMIDP,1242,32.35
23-Jan-2016,46,N2EXMIDP,0,0
23-Jan-2016,46,APXMIDP,1290.85,32.57
23-Jan-2016,47,N2EXMIDP,0,0
23-Jan-2016,47,APXMIDP,501.5,33.38
23-Jan-2016,48,APXMIDP,328.75,32.14
23-Jan-2016,48,N2EXMIDP,0,0
24-Jan-2016,1,N2EXMIDP,0,0
24-Jan-2016,1,APXMIDP,302.6,32.24
24-Jan-2016,2,N2EXMIDP,0,0
24-Jan-2016,2,APXMIDP,390.25,32.78
24-Jan-2016,3,N2EXMIDP,0,0
24-Jan-2016,3,APXMIDP,353.05,35.02
24-Jan-2016,4,N2EXMIDP,0,0
24-Jan-2016,4,APXMIDP,260.15,30.67
24-Jan-2016,5,N2EXMIDP,0,0
24-Jan-2016,5,APXMIDP,374.55,29.71
24-Jan-2016,6,N2EXMIDP,0,0
24-Jan-2016,6,APXMIDP,547.25,31.86
24-Jan-2016,7,N2EXMIDP,0,0
24-Jan-2016,7,APXMIDP,550.8,29.99
24-Jan-2016,8,N2EXMIDP,0,0
24-Jan-2016,8,APXMIDP,618.15,29.13
24-Jan-2016,9,N2EXMIDP,0,0
24-Jan-2016,9,APXMIDP,709.3,29.25
24-Jan-2016,10,N2EXMIDP,0,0
24-Jan-2016,10,APXMIDP,725.85,29.11
24-Jan-2016,11,N2EXMIDP,0,0
24-Jan-2016,11,APXMIDP,720.65,28.99
24-Jan-2016,12,N2EXMIDP,0,0
24-Jan-2016,12,APXMIDP,876.55,29.23
24-Jan-2016,13,N2EXMIDP,0,0
24-Jan-2016,13,APXMIDP,816.65,27.83
24-Jan-2016,14,N2EXMIDP,0,0
24-Jan-2016,14,APXMIDP,731.4,29.4
24-Jan-2016,15,N2EXMIDP,0,0
24-Jan-2016,15,APXMIDP,672.75,30.95
24-Jan-2016,16,N2EXMIDP,0,0
24-Jan-2016,16,APXMIDP,615.95,27.89
24-Jan-2016,17,N2EXMIDP,0,0
24-Jan-2016,17,APXMIDP,719.85,25.1
24-Jan-2016,18,N2EXMIDP,0,0
24-Jan-2016,18,APXMIDP,712.9,26.93
24-Jan-2016,19,N2EXMIDP,0,0
24-Jan-2016,19,APXMIDP,855.2,28.59
24-Jan-2016,20,N2EXMIDP,0,0
24-Jan-2016,20,APXMIDP,870,28.5
24-Jan-2016,21,N2EXMIDP,0,0
24-Jan-2016,21,APXMIDP,762.15,30.11
24-Jan-2016,22,N2EXMIDP,0,0
24-Jan-2016,22,APXMIDP,820.45,29.9
24-Jan-2016,23,N2EXMIDP,0,0
24-Jan-2016,23,APXMIDP,849.95,34.89
24-Jan-2016,24,N2EXMIDP,0,0
24-Jan-2016,24,APXMIDP,787.45,35
24-Jan-2016,25,N2EXMIDP,0,0
24-Jan-2016,25,APXMIDP,799,35.73
24-Jan-2016,26,N2EXMIDP,0,0
24-Jan-2016,26,APXMIDP,782.4,36.1
24-Jan-2016,27,N2EXMIDP,0,0
24-Jan-2016,27,APXMIDP,765.4,35.52
24-Jan-2016,28,N2EXMIDP,0,0
24-Jan-2016,28,APXMIDP,764.3,34.65
24-Jan-2016,29,N2EXMIDP,0,0
24-Jan-2016,29,APXMIDP,714,34.64
24-Jan-2016,30,N2EXMIDP,0,0
24-Jan-2016,30,APXMIDP,727.4,34.29
24-Jan-2016,31,N2EXMIDP,0,0
24-Jan-2016,31,APXMIDP,1021.6,36.43
24-Jan-2016,32,N2EXMIDP,0,0
24-Jan-2016,32,APXMIDP,1017.95,35.16
24-Jan-2016,33,N2EXMIDP,0,0
24-Jan-2016,33,APXMIDP,1008.4,35.15
24-Jan-2016,34,N2EXMIDP,0,0
24-Jan-2016,34,APXMIDP,1001.65,38.94
24-Jan-2016,35,N2EXMIDP,0,0
24-Jan-2016,35,APXMIDP,787.75,55.91
24-Jan-2016,36,N2EXMIDP,0,0
24-Jan-2016,36,APXMIDP,810.2,56.85
24-Jan-2016,37,N2EXMIDP,0,0
24-Jan-2016,37,APXMIDP,777.35,50.69
24-Jan-2016,38,N2EXMIDP,0,0
24-Jan-2016,38,APXMIDP,910.95,46.77
24-Jan-2016,39,N2EXMIDP,0,0
24-Jan-2016,39,APXMIDP,820.85,34.95
24-Jan-2016,40,N2EXMIDP,0,0
24-Jan-2016,40,APXMIDP,693.15,35.01
24-Jan-2016,41,N2EXMIDP,0,0
24-Jan-2016,41,APXMIDP,822.8,34.8
24-Jan-2016,42,N2EXMIDP,0,0
24-Jan-2016,42,APXMIDP,696.65,33.69
24-Jan-2016,43,N2EXMIDP,0,0
24-Jan-2016,43,APXMIDP,998.55,33.43
24-Jan-2016,44,N2EXMIDP,0,0
24-Jan-2016,44,APXMIDP,869.3,31.88
24-Jan-2016,45,N2EXMIDP,0,0
24-Jan-2016,45,APXMIDP,906.2,31.38
24-Jan-2016,46,N2EXMIDP,0,0
24-Jan-2016,46,APXMIDP,1083.5,30.98
24-Jan-2016,47,N2EXMIDP,0,0
24-Jan-2016,47,APXMIDP,458.65,28.98
24-Jan-2016,48,N2EXMIDP,0,0
24-Jan-2016,48,APXMIDP,384.15,27.56
25-Jan-2016,1,APXMIDP,349.65,29.95
25-Jan-2016,1,N2EXMIDP,0,0
25-Jan-2016,2,APXMIDP,469.9,30.58
25-Jan-2016,2,N2EXMIDP,0,0
25-Jan-2016,3,APXMIDP,384.5,32.68
25-Jan-2016,3,N2EXMIDP,0,0
25-Jan-2016,4,N2EXMIDP,0,0
25-Jan-2016,4,APXMIDP,380.4,29.48
25-Jan-2016,5,N2EXMIDP,0,0
25-Jan-2016,5,APXMIDP,324.4,27.91
25-Jan-2016,6,APXMIDP,396.2,27.6
25-Jan-2016,6,N2EXMIDP,0,0
25-Jan-2016,7,APXMIDP,403.95,22.64
25-Jan-2016,7,N2EXMIDP,0,0
25-Jan-2016,8,APXMIDP,302.5,16.76
25-Jan-2016,8,N2EXMIDP,0,0
25-Jan-2016,9,APXMIDP,319.2,15.12
25-Jan-2016,9,N2EXMIDP,0,0
25-Jan-2016,10,APXMIDP,404.3,13.27
25-Jan-2016,10,N2EXMIDP,0,0
25-Jan-2016,11,APXMIDP,266.9,19.64
25-Jan-2016,11,N2EXMIDP,0,0
25-Jan-2016,12,APXMIDP,375.05,27.48
25-Jan-2016,12,N2EXMIDP,0,0
25-Jan-2016,13,APXMIDP,354.5,29.17
25-Jan-2016,13,N2EXMIDP,0,0
25-Jan-2016,14,APXMIDP,1050.5,31.17
25-Jan-2016,14,N2EXMIDP,0,0
25-Jan-2016,15,APXMIDP,720.5,33.77
25-Jan-2016,15,N2EXMIDP,0,0
25-Jan-2016,16,N2EXMIDP,0,0
25-Jan-2016,16,APXMIDP,468.05,39.29
25-Jan-2016,17,APXMIDP,310.45,38.9
25-Jan-2016,17,N2EXMIDP,0,0
25-Jan-2016,18,N2EXMIDP,0,0
25-Jan-2016,18,APXMIDP,251.9,32.56
25-Jan-2016,19,APXMIDP,353.4,31.88
25-Jan-2016,19,N2EXMIDP,0,0
25-Jan-2016,20,N2EXMIDP,0,0
25-Jan-2016,20,APXMIDP,387.55,31.25
25-Jan-2016,21,N2EXMIDP,0,0
25-Jan-2016,21,APXMIDP,578.75,28.51
25-Jan-2016,22,APXMIDP,592.45,28.28
25-Jan-2016,22,N2EXMIDP,0,0
25-Jan-2016,23,N2EXMIDP,0,0
25-Jan-2016,23,APXMIDP,675.5,27.87
25-Jan-2016,24,N2EXMIDP,0,0
25-Jan-2016,24,APXMIDP,736.75,27.46
25-Jan-2016,25,N2EXMIDP,0,0
25-Jan-2016,25,APXMIDP,755.7,27.58
25-Jan-2016,26,APXMIDP,848.6,27.21
25-Jan-2016,26,N2EXMIDP,0,0
25-Jan-2016,27,APXMIDP,1167.75,27.27
25-Jan-2016,27,N2EXMIDP,0,0
25-Jan-2016,28,APXMIDP,1157.85,27.24
25-Jan-2016,28,N2EXMIDP,0,0
25-Jan-2016,29,APXMIDP,1164.75,27.21
25-Jan-2016,29,N2EXMIDP,0,0
25-Jan-2016,30,APXMIDP,1231.05,27.1
25-Jan-2016,30,N2EXMIDP,0,0
25-Jan-2016,31,APXMIDP,1297.2,31.52
25-Jan-2016,31,N2EXMIDP,0,0
25-Jan-2016,32,N2EXMIDP,0,0
25-Jan-2016,32,APXMIDP,1400.7,31.1
25-Jan-2016,33,N2EXMIDP,0,0
25-Jan-2016,33,APXMIDP,1376.2,31.1
25-Jan-2016,34,APXMIDP,1534.8,32.1
25-Jan-2016,34,N2EXMIDP,0,0
25-Jan-2016,35,N2EXMIDP,0,0
25-Jan-2016,35,APXMIDP,1489.55,39.96
25-Jan-2016,36,N2EXMIDP,0,0
