HDR,Settlement Date,SP,CCGT,Oil,Coal,Nuclear,Wind,PS,NPSHyd,OCGT,Other,INTFR,INTIRL,INTNED,INTEW,Biomass,INTNEM,INTELEC,INTIFA2,INTNSL
FUELHH,20200601,1,4451,0,0,4647,5540,0,157,0,139,1154,0,690,0,2442,688,0,0,0
FUELHH,20200601,2,4280,0,0,4669,5407,0,157,0,138,1360,0,690,0,2434,686,0,0,0
FUELHH,20200601,3,4410,0,0,4665,5230,0,157,0,154,894,34,644,0,2447,436,0,0,0
FUELHH,20200601,4,4428,0,0,4665,5024,10,157,3,151,884,44,642,0,2451,434,0,0,0
FUELHH,20200601,5,4515,0,0,4668,4589,40,157,3,138,934,198,546,0,2444,484,0,0,0
FUELHH,20200601,6,4567,0,0,4664,4348,40,157,2,151,934,150,546,0,2447,484,0,0,0
FUELHH,20200601,7,5277,0,0,4678,4093,0,160,3,143,926,54,460,0,2451,386,0,0,0
FUELHH,20200601,8,5397,0,0,4684,3840,0,159,3,146,926,34,460,0,2452,386,0,0,0
FUELHH,20200601,9,5417,0,0,4687,3639,52,157,3,142,776,74,658,0,2454,522,0,0,0
FUELHH,20200601,10,5412,0,0,4691,3451,42,157,3,142,776,36,662,0,2449,522,0,0,0
FUELHH,20200601,11,5475,0,0,4692,3205,42,155,3,142,1040,22,690,64,2471,522,0,0,0
FUELHH,20200601,12,5825,0,0,4693,2810,82,155,3,169,1048,132,690,198,2511,524,0,0,0
FUELHH,20200601,13,6386,0,0,4692,2652,100,169,4,151,1364,272,690,336,2539,688,0,0,0
FUELHH,20200601,14,7304,0,0,4686,2549,164,171,2,145,1370,390,690,432,2563,688,0,0,0
FUELHH,20200601,15,8623,0,0,4684,2367,44,186,0,142,1508,332,756,304,2701,756,0,0,0
FUELHH,20200601,16,9023,0,0,4677,2099,48,210,0,148,1508,398,758,346,2918,756,0,0,0
FUELHH,20200601,17,9536,0,0,4681,1934,328,301,0,203,1606,354,804,210,2984,804,0,0,0
FUELHH,20200601,18,9890,0,0,4686,1880,104,321,0,262,1608,386,804,102,2990,804,0,0,0
FUELHH,20200601,19,10040,0,0,4680,1694,0,330,0,275,1706,256,854,0,2991,854,0,0,0
FUELHH,20200601,20,9839,0,0,4687,1826,0,314,0,185,1708,94,854,0,2983,854,0,0,0
FUELHH,20200601,21,9385,0,0,4680,1985,0,285,0,192,1708,0,854,0,2982,854,0,0,0
FUELHH,20200601,22,9062,0,0,4680,2031,12,275,0,183,1708,0,854,0,2980,854,0,0,0
FUELHH,20200601,23,9072,0,0,4687,1935,12,244,0,174,1708,0,854,0,2981,854,0,0,0
FUELHH,20200601,24,9099,0,0,4704,1862,0,245,0,149,1708,0,854,0,2976,854,0,0,0
FUELHH,20200601,25,9335,0,0,4692,1815,70,212,0,172,1706,0,854,0,2977,854,0,0,0
FUELHH,20200601,26,9338,0,0,4685,1756,0,201,0,159,1706,0,854,0,2975,854,0,0,0
FUELHH,20200601,27,9211,0,0,4686,1847,0,179,0,145,1706,0,852,0,2973,852,0,0,0
FUELHH,20200601,28,8803,0,0,4678,2021,204,179,0,150,1706,0,852,0,2894,852,0,0,0
FUELHH,20200601,29,8648,0,0,4686,2278,44,178,0,145,1706,0,852,0,2726,852,0,0,0
FUELHH,20200601,30,8280,0,0,4688,2598,38,177,0,146,1706,0,852,0,2818,852,0,0,0
FUELHH,20200601,31,8468,0,0,4688,2631,142,178,0,140,1804,0,902,0,2856,902,0,0,0
FUELHH,20200601,32,8658,0,0,4686,2613,38,195,0,143,1806,0,902,0,2852,902,0,0,0
FUELHH,20200601,33,8680,0,0,4684,2623,0,254,0,154,1806,0,900,0,2853,902,0,0,0
FUELHH,20200601,34,9446,0,0,4683,2814,384,297,2,196,1806,0,902,0,2852,902,0,0,0
FUELHH,20200601,35,10091,0,0,4679,2886,702,383,1,229,2002,0,998,0,2856,998,0,0,0
FUELHH,20200601,36,11291,0,0,4684,2863,676,416,0,197,2004,0,1000,0,2853,1000,0,0,0
FUELHH,20200601,37,11622,0,0,4679,2832,676,440,0,225,2004,0,1000,0,2847,1000,0,0,0
FUELHH,20200601,38,11722,0,0,4678,2827,844,445,0,242,2004,0,1000,0,2848,1000,0,0,0
FUELHH,20200601,39,11832,0,0,4681,2810,858,445,1,225,2004,16,1000,0,2853,1000,0,0,0
FUELHH,20200601,40,11910,0,0,4683,2919,432,443,2,209,2004,60,1000,0,2854,1000,0,0,0
FUELHH,20200601,41,11297,0,0,4680,3147,776,402,1,207,2004,72,1000,0,2854,1000,0,0,0
FUELHH,20200601,42,11115,0,0,4681,3205,628,399,1,195,2004,88,1000,60,2846,1000,0,0,0
FUELHH,20200601,43,11340,0,0,4686,3287,266,385,2,155,2004,102,1000,164,2847,1000,0,0,0
FUELHH,20200601,44,11219,0,0,4692,3216,216,384,2,142,2002,112,1000,80,2809,998,0,0,0
FUELHH,20200601,45,11448,0,0,4703,2897,226,365,1,186,1808,130,902,130,2852,902,0,0,0
FUELHH,20200601,46,10801,0,0,4711,2665,0,329,1,174,1802,214,900,96,2736,900,0,0,0
FUELHH,20200601,47,10354,0,0,4704,2458,172,308,2,210,1510,210,760,22,2415,756,0,0,0
FUELHH,20200601,48,9825,0,0,4705,2166,8,237,3,177,1506,92,758,0,2410,756,0,0,0
FUELHH,20200602,1,9682,0,0,4707,1742,0,178,1,151,1508,0,758,0,2421,756,0,0,0
FUELHH,20200602,2,9236,0,0,4711,1391,0,178,1,156,1508,0,760,0,2424,756,0,0,0
FUELHH,20200602,3,8862,0,0,4718,1277,0,178,0,141,1508,0,758,0,2414,756,0,0,0
FUELHH,20200602,4,8614,0,0,4722,1139,0,178,0,139,1508,0,758,0,2404,756,0,0,0
FUELHH,20200602,5,8445,0,0,4719,1097,0,178,0,140,1508,0,758,0,2406,756,0,0,0
FUELHH,20200602,6,8259,0,0,4718,1182,0,178,0,139,1508,0,758,0,2416,756,0,0,0
FUELHH,20200602,7,8234,0,0,4716,1278,0,178,0,138,1508,0,758,0,2431,756,0,0,0
FUELHH,20200602,8,8094,0,0,4710,1200,0,181,0,138,1508,0,758,0,2431,756,0,0,0
FUELHH,20200602,9,8110,0,0,4716,1031,0,181,0,164,1508,0,756,0,2429,756,0,0,0
FUELHH,20200602,10,8174,0,0,4715,932,0,179,0,141,1508,0,746,0,2443,756,0,0,0
FUELHH,20200602,11,8487,0,0,4720,859,0,177,0,177,1508,90,0,62,2445,756,0,0,0
FUELHH,20200602,12,8868,0,0,4721,827,0,177,0,144,1508,246,0,106,2446,756,0,0,0
FUELHH,20200602,13,9409,0,0,4722,855,160,176,0,143,1508,244,0,252,2444,756,0,0,0
FUELHH,20200602,14,10604,0,0,4723,782,146,174,0,192,1508,104,0,240,2441,756,0,0,0
FUELHH,20200602,15,10769,0,0,4720,804,326,194,0,169,1704,0,730,74,2474,854,0,0,0
FUELHH,20200602,16,11364,0,0,4717,758,350,226,0,196,1708,0,860,0,2495,854,0,0,0
FUELHH,20200602,17,12095,0,0,4709,681,234,338,0,185,1904,0,948,0,2527,950,0,0,0
FUELHH,20200602,18,12639,0,0,4709,708,212,342,0,164,1906,0,950,0,2576,950,0,0,0
FUELHH,20200602,19,12533,0,0,4719,700,0,341,0,158,1904,0,950,0,2716,902,0,0,0
FUELHH,20200602,20,11975,0,0,4714,576,0,323,0,187,1906,0,950,0,2722,902,0,0,0
FUELHH,20200602,21,11721,0,0,4717,514,10,278,0,238,1906,0,950,0,2780,950,0,0,0
FUELHH,20200602,22,11686,0,0,4717,493,158,272,0,163,1906,0,950,0,2798,950,0,0,0
FUELHH,20200602,23,11655,0,0,4719,516,0,227,0,176,1906,0,854,0,2836,950,0,0,0
FUELHH,20200602,24,11637,0,0,4716,504,26,228,0,180,1906,0,852,0,2829,950,0,0,0
