HDR,Settlement Date,SP,CCGT,Oil,Coal,Nuclear,Wind,PS,NPSHyd,OCGT,Other,INTFR,INTIRL,INTNED,INTEW,Biomass,INTNEM,INTELEC,INTIFA2,INTNSL
FUELHH,20200401,1,12704,0,0,4214,3085,0,390,1,160,1806,0,904,0,1502,902,0,0,0
FUELHH,20200401,2,12120,0,0,4295,3283,0,390,3,160,1806,0,902,0,1486,902,0,0,0
FUELHH,20200401,3,12278,0,0,4327,3329,0,375,3,161,1806,0,904,0,1428,902,0,0,0
FUELHH,20200401,4,12779,0,0,4327,3409,0,375,3,161,1806,0,904,0,1427,902,0,0,0
FUELHH,20200401,5,12909,0,0,4331,3474,0,375,18,161,1806,0,902,0,1385,902,0,0,0
FUELHH,20200401,6,13134,0,0,4329,3248,0,376,23,160,1806,0,902,0,1128,902,0,0,0
FUELHH,20200401,7,12948,0,0,4335,3310,0,376,2,160,1806,0,902,0,1128,902,0,0,0
FUELHH,20200401,8,12651,0,0,4332,3476,0,375,1,161,1806,0,902,0,1128,902,0,0,0
FUELHH,20200401,9,12305,0,0,4332,3611,0,375,1,160,1806,0,902,0,1127,902,0,0,0
FUELHH,20200401,10,11779,0,0,4329,3902,0,379,3,159,1806,0,902,0,1128,902,0,0,0
FUELHH,20200401,11,11582,0,0,4328,4013,0,401,2,159,1906,0,950,0,1128,950,0,0,0
FUELHH,20200401,12,11690,0,0,4329,4061,0,421,3,159,1906,0,950,0,1130,952,0,0,0
FUELHH,20200401,13,12276,0,0,4329,4171,0,598,2,159,2004,72,998,70,1127,1000,0,0,0
FUELHH,20200401,14,12992,0,5,4330,4352,0,593,2,159,2006,28,1000,160,1177,1000,0,0,0
FUELHH,20200401,15,14331,0,28,4327,4477,10,511,0,165,2004,74,1000,34,1183,1000,0,0,0
FUELHH,20200401,16,15017,0,52,4331,4607,0,491,0,181,2004,80,1000,0,1180,1000,0,0,0
FUELHH,20200401,17,15524,0,76,4328,4588,0,396,0,155,2004,0,1000,0,1178,1000,0,0,0
FUELHH,20200401,18,15564,0,100,4330,4273,0,376,0,170,2006,0,1000,0,1181,1000,0,0,0
FUELHH,20200401,19,15376,0,120,4331,4433,244,382,0,253,2004,0,1056,0,1181,1000,0,0,0
FUELHH,20200401,20,15293,0,259,4331,4679,0,406,0,161,2004,0,1058,0,1182,1000,0,0,0
FUELHH,20200401,21,15117,0,440,4331,4906,0,405,0,143,2004,0,1000,0,1180,1000,0,0,0
FUELHH,20200401,22,14832,0,564,4333,5150,0,400,0,143,2004,0,1000,0,1180,1000,0,0,0
FUELHH,20200401,23,14598,0,627,4327,5191,0,368,0,156,2004,0,1000,0,1177,1000,0,0,0
FUELHH,20200401,24,14368,0,645,4402,5296,232,371,0,160,2004,0,1000,0,1179,1000,0,0,0
FUELHH,20200401,25,14722,0,645,4419,5525,20,353,0,258,2004,0,1000,0,1178,1000,0,0,0
FUELHH,20200401,26,14769,0,644,4419,5729,0,341,0,192,2004,0,1000,0,1176,1000,0,0,0
FUELHH,20200401,27,14495,0,646,4421,5861,0,340,0,143,2004,0,1000,0,1175,1000,0,0,0
FUELHH,20200401,28,14052,0,646,4419,5960,0,346,0,143,2004,0,1000,0,1174,1000,0,0,0
FUELHH,20200401,29,13809,0,646,4414,6036,0,353,0,144,2004,0,1000,0,1177,1000,0,0,0
FUELHH,20200401,30,13768,0,645,4406,5970,0,353,0,145,2004,0,1000,0,1174,1000,0,0,0
FUELHH,20200401,31,13860,0,649,4411,5944,0,368,0,144,2004,0,1000,0,1171,1000,0,0,0
FUELHH,20200401,32,13889,0,697,4410,6103,0,368,0,144,2004,0,1000,0,1147,1000,0,0,0
FUELHH,20200401,33,14302,0,723,4412,5851,56,413,0,156,2004,0,1000,0,1141,1020,0,0,0
FUELHH,20200401,34,15469,0,781,4417,5900,0,435,0,147,2004,0,1000,0,1141,1020,0,0,0
