HDR,Settlement Date,SP,CCGT,Oil,Coal,Nuclear,Wind,PS,NPSHyd,OCGT,Other,INTFR,INTIRL,INTNED,INTEW,Biomass,INTNEM,INTELEC,INTIFA2,INTNSL
FUELHH,20200301,48,7010,0,540,4797,8860,0,599,1,145,1606,0,804,0,1738,804,0,0,0
FUELHH,20200302,1,7074,0,538,4796,8609,0,583,1,146,1606,0,804,0,1737,806,0,0,0
FUELHH,20200302,2,7498,0,538,4796,8255,116,583,1,138,1606,0,804,0,1737,804,0,0,0
FUELHH,20200302,3,7443,0,539,4801,7984,28,645,1,129,1606,30,804,54,1736,806,0,0,0
FUELHH,20200302,4,7338,0,540,4802,7865,0,679,1,128,1606,16,804,56,1734,806,0,0,0
FUELHH,20200302,5,7347,0,541,4802,7414,0,675,1,128,1606,26,804,110,1737,806,0,0,0
FUELHH,20200302,6,7271,0,540,4804,7340,0,786,1,129,1606,60,804,114,1737,806,0,0,0
FUELHH,20200302,7,7167,0,540,4804,6968,44,746,1,129,1606,84,804,142,1760,806,0,0,0
FUELHH,20200302,8,7468,0,550,4807,6698,0,585,1,128,1606,46,804,144,1775,806,0,0,0
FUELHH,20200302,9,7266,0,607,4808,6533,0,552,1,130,1754,34,878,252,1814,878,0,0,0
FUELHH,20200302,10,7682,0,650,4807,5997,66,553,1,132,1758,66,878,254,1862,878,0,0,0
FUELHH,20200302,11,8194,0,719,4809,5707,0,570,2,131,2000,24,998,326,1907,1000,0,0,0
FUELHH,20200302,12,10077,0,828,4808,5094,76,571,3,131,2004,92,1000,320,1989,1000,0,0,0
FUELHH,20200302,13,12602,0,1093,4809,4989,142,811,3,131,2004,94,1000,454,2194,1000,0,0,0
FUELHH,20200302,14,15323,0,1528,4805,4795,186,841,4,131,2004,0,996,436,2322,1000,0,0,0
FUELHH,20200302,15,17808,0,1808,4803,4667,718,850,3,144,2004,0,730,286,2385,1000,0,0,0
FUELHH,20200302,16,18398,0,1898,4800,4500,894,991,5,173,2004,0,726,202,2385,1000,0,0,0
FUELHH,20200302,17,18684,0,2002,4797,4588,878,997,46,172,2006,0,854,54,2389,1000,0,0,0
FUELHH,20200302,18,18370,0,2038,4800,4761,884,989,49,160,2004,0,856,0,2465,1000,0,0,0
FUELHH,20200302,19,18192,0,2050,4797,4916,744,1020,25,151,2004,0,856,0,2516,1000,0,0,0
FUELHH,20200302,20,17957,0,1947,4800,5139,88,1022,1,150,2006,0,856,0,2731,1000,0,0,0
FUELHH,20200302,21,17450,0,1846,4796,5511,0,885,3,156,2006,0,230,0,3009,970,0,0,0
FUELHH,20200302,22,16707,0,1851,4798,5819,0,879,3,132,2000,0,202,0,3038,928,0,0,0
FUELHH,20200302,23,17005,0,1971,4799,6124,0,651,2,115,1692,18,0,68,3039,24,0,0,0
FUELHH,20200302,24,16354,0,1992,4797,6142,126,641,3,131,1662,18,0,136,3038,0,0,0,0
FUELHH,20200302,25,16656,0,2027,4799,6240,132,618,3,124,918,88,0,262,3036,0,0,0,0
FUELHH,20200302,26,16010,0,2023,4802,6708,0,611,3,141,880,94,0,220,3038,0,0,0,0
FUELHH,20200302,27,15707,0,2026,4801,6972,0,612,3,150,358,94,172,346,3039,0,0,0,0
FUELHH,20200302,28,15130,0,2040,4801,7060,4,611,3,187,368,94,174,418,3041,0,0,0,0
FUELHH,20200302,29,15337,0,2093,4804,7259,4,610,3,160,1054,94,0,502,3039,0,0,0,0
FUELHH,20200302,30,15292,0,2101,4801,7633,0,591,3,143,1104,94,0,504,3038,0,0,0,0
FUELHH,20200302,31,15238,0,1916,4797,7777,0,588,3,149,1880,92,0,492,3034,0,0,0,0
FUELHH,20200302,32,16316,0,1974,4789,7627,56,604,3,163,1908,92,0,464,3035,0,0,0,0
FUELHH,20200302,33,16642,0,2096,4795,7255,54,691,3,173,2008,92,0,446,3033,666,0,0,0
FUELHH,20200302,34,18040,0,2146,4795,7139,180,708,3,180,2008,92,0,504,3035,708,0,0,0
FUELHH,20200302,35,18416,0,2168,4794,6819,540,735,4,192,2006,84,612,478,3033,970,0,0,0
FUELHH,20200302,36,19269,0,2229,4798,6666,842,828,76,217,2006,92,702,478,3032,974,0,0,0
FUELHH,20200302,37,19784,0,2339,4794,6608,1194,842,112,245,2008,92,1050,504,3038,1020,0,0,0
FUELHH,20200302,38,19721,0,2373,4795,7026,1154,833,77,232,2008,86,1056,504,3040,1020,0,0,0
FUELHH,20200302,39,19191,0,2380,4795,7248,948,830,3,175,2008,68,1056,504,3038,1020,0,0,0
FUELHH,20200302,40,18487,0,2238,4794,7364,512,706,3,168,2006,44,1056,504,3038,1020,0,0,0
FUELHH,20200302,41,17756,0,1920,4798,7889,0,673,2,144,2006,0,1056,434,3040,1020,0,0,0
FUELHH,20200302,42,15845,0,1706,4797,8145,0,672,3,147,2006,32,1056,430,3040,1020,0,0,0
FUELHH,20200302,43,13977,0,1269,4798,8397,0,667,3,150,2006,92,1056,504,3038,1000,0,0,0
FUELHH,20200302,44,11656,0,824,4796,8904,0,663,2,150,2006,24,1056,442,3035,1000,0,0,0
FUELHH,20200302,45,10194,0,541,4793,8925,10,591,2,157,1908,82,832,292,2953,854,0,0,0
FUELHH,20200302,46,8464,0,539,4796,9268,0,655,2,158,1906,20,828,216,2660,854,0,0,0
FUELHH,20200302,47,7600,0,540,4793,9370,0,631,2,183,1808,0,790,124,2333,788,0,0,0
FUELHH,20200302,48,7352,0,540,4796,9367,0,629,2,154,1808,0,790,6,2316,790,0,0,0
FUELHH,20200303,1,7643,0,540,4792,9036,0,608,2,165,1708,46,852,0,2343,854,0,0,0
FUELHH,20200303,2,7800,0,539,4796,9016,0,607,2,150,1708,112,852,38,2363,854,0,0,0
FUELHH,20200303,3,7698,0,540,4791,8841,0,600,2,164,1708,110,852,152,2356,854,0,0,0
FUELHH,20200303,4,7296,0,539,4796,8704,0,600,2,152,1708,46,852,178,2358,854,0,0,0
FUELHH,20200303,5,7172,0,540,4795,8398,0,587,3,156,1708,106,852,186,2361,854,0,0,0
FUELHH,20200303,6,7315,0,540,4799,8262,0,587,0,150,1708,82,852,186,2370,854,0,0,0
FUELHH,20200303,7,7365,0,539,4798,8061,0,587,0,151,1708,40,852,186,2393,854,0,0,0
FUELHH,20200303,8,7442,0,540,4799,7798,0,584,0,151,1708,18,852,186,2381,854,0,0,0
FUELHH,20200303,9,7363,0,536,4798,7827,0,583,0,150,1708,70,814,186,2383,854,0,0,0
FUELHH,20200303,10,7939,0,541,4797,7263,0,582,0,149,1708,0,804,210,2389,850,0,0,0
FUELHH,20200303,11,8930,0,662,4797,6713,0,619,1,149,1506,80,330,308,2390,568,0,0,0
FUELHH,20200303,12,10105,0,1053,4801,6151,50,648,1,159,1506,110,302,444,2535,550,0,0,0
FUELHH,20200303,13,12862,0,1441,4799,5898,440,682,24,162,1564,110,0,504,2880,12,0,0,0
FUELHH,20200303,14,15090,0,1871,4798,5652,438,787,87,191,1564,110,0,494,3025,32,0,0,0
FUELHH,20200303,15,16609,0,2206,4797,5674,312,957,91,157,1554,110,248,372,3034,844,0,0,0
FUELHH,20200303,16,17453,0,2432,4798,5799,792,1018,41,158,1556,92,262,234,3036,876,0,0,0
FUELHH,20200303,17,17376,0,2496,4791,6121,630,1001,286,163,1706,0,714,68,3040,744,0,0,0
FUELHH,20200303,18,17118,0,2466,4797,6274,590,989,291,162,1706,0,726,0,3043,744,0,0,0
FUELHH,20200303,19,16915,0,2448,4790,6350,410,991,297,163,1806,0,940,0,3043,768,0,0,0
FUELHH,20200303,20,16804,0,2491,4796,6390,0,993,297,162,1798,0,944,0,3044,770,0,0,0
FUELHH,20200303,21,16074,0,2461,4583,6574,28,926,185,164,1388,0,1056,0,3043,998,0,0,0
FUELHH,20200303,22,15914,0,2390,4585,6706,74,920,82,161,1378,0,1056,0,3042,998,0,0,0
FUELHH,20200303,23,16324,0,2405,4795,6774,20,617,3,165,1210,0,1056,70,3046,904,0,0,0
FUELHH,20200303,24,16230,0,2381,4790,6659,0,632,4,158,1010,0,880,162,3048,752,0,0,0
FUELHH,20200303,25,16464,0,2507,4789,6425,0,604,3,161,1532,0,1000,96,3045,808,0,0,0
FUELHH,20200303,26,16975,0,2508,4796,5926,0,601,4,153,1444,0,990,2,3047,808,0,0,0
FUELHH,20200303,27,17981,0,2494,4797,5971,16,825,3,153,140,78,502,12,3043,880,0,0,0
FUELHH,20200303,28,17838,0,2477,4797,5953,0,668,3,154,54,96,488,0,3044,860,0,0,0
FUELHH,20200303,29,18135,0,2521,4799,6126,30,579,3,153,402,92,398,40,3039,212,0,0,0
FUELHH,20200303,30,18221,0,2339,4799,6186,0,579,3,155,418,0,372,0,3041,186,0,0,0
FUELHH,20200303,31,19531,0,2258,4799,5836,12,579,3,162,842,0,0,0,3039,0,0,0,0
FUELHH,20200303,32,20466,0,2255,4797,5700,84,588,3,161,850,0,0,0,3035,0,0,0,0
FUELHH,20200303,33,21432,0,2175,4793,5087,406,712,3,191,778,0,312,0,3019,0,0,0,0
FUELHH,20200303,34,22369,0,2240,4795,4971,888,884,25,225,770,0,338,0,3033,0,0,0,0
FUELHH,20200303,35,22656,0,2337,4796,5150,1116,901,91,224,362,0,668,0,3036,444,0,0,0
FUELHH,20200303,36,23132,0,2302,4793,5325,1356,1030,93,266,354,0,676,0,3036,458,0,0,0
FUELHH,20200303,37,23788,0,2340,4791,5449,1624,1002,91,269,366,0,852,0,3039,1006,0,0,0
FUELHH,20200303,38,24190,0,2341,4793,4627,1752,996,92,235,470,0,854,0,3040,1020,0,0,0
FUELHH,20200303,39,23619,0,2341,4793,4740,792,917,18,167,1852,0,954,0,3040,1020,0,0,0
FUELHH,20200303,40,22919,0,2192,4789,5105,554,802,0,161,1958,0,956,0,3018,1020,0,0,0
FUELHH,20200303,41,22472,0,1857,4795,5646,68,770,0,156,1956,0,1056,0,2994,1020,0,0,0
FUELHH,20200303,42,21322,0,1603,4793,5243,268,761,0,161,1958,0,1054,0,2971,1020,0,0,0
FUELHH,20200303,43,19943,0,1673,4796,5151,10,641,0,151,1992,0,788,0,2672,1000,0,0,0
FUELHH,20200303,44,18470,0,1609,4796,5052,114,630,0,151,1990,0,782,0,2082,1000,0,0,0
FUELHH,20200303,45,17014,0,1444,4797,4986,98,600,0,151,1992,0,550,0,1753,1000,0,0,0
FUELHH,20200303,46,15940,0,999,4798,4941,128,582,0,150,1990,0,554,0,1556,1000,0,0,0
FUELHH,20200303,47,14880,0,798,4799,4950,0,568,0,150,2008,0,984,0,1114,950,0,0,0
FUELHH,20200303,48,14827,0,603,4798,4810,0,564,0,150,2008,0,994,0,1059,950,0,0,0
FUELHH,20200304,1,15119,0,600,4796,4579,0,561,0,149,2008,0,950,0,1061,1000,0,0,0
FUELHH,20200304,2,15068,0,600,4793,4300,0,561,0,155,2008,0,950,0,1058,1000,0,0,0
FUELHH,20200304,3,15786,0,600,4793,3928,0,559,0,153,2008,0,998,0,1055,1000,0,0,0
FUELHH,20200304,4,15746,0,600,4790,3659,0,536,0,150,2008,0,1000,0,1053,1000,0,0,0
FUELHH,20200304,5,15704,0,599,4790,3394,0,517,0,150,2008,0,1000,0,1052,1000,0,0,0
FUELHH,20200304,6,15704,0,600,4790,3004,0,517,1,151,2008,0,1000,0,1059,1000,0,0,0
FUELHH,20200304,7,15653,0,600,4790,2618,0,517,1,151,2008,0,1000,0,1061,1000,0,0,0
FUELHH,20200304,8,15635,0,620,4791,2294,0,516,1,151,2008,0,1000,0,1063,1000,0,0,0
FUELHH,20200304,9,15665,0,669,4790,1981,0,516,1,151,2008,0,1000,0,1065,1000,0,0,0
FUELHH,20200304,10,15974,0,845,4792,1671,0,516,1,150,1990,0,988,0,1066,966,0,0,0
FUELHH,20200304,11,17253,0,1238,4794,1419,0,537,1,155,1366,46,462,70,1067,126,0,0,0
FUELHH,20200304,12,18005,0,1480,4795,1185,0,576,1,150,1350,48,444,224,1218,92,0,0,0
FUELHH,20200304,13,20382,0,2043,4792,1013,58,593,5,150,1484,104,160,376,1672,64,0,0,0
FUELHH,20200304,14,22296,0,2412,4794,898,2,593,3,149,1496,104,156,416,2419,72,0,0,0
FUELHH,20200304,15,23247,0,2697,4792,894,104,877,1,166,1996,42,198,270,3005,488,0,0,0
FUELHH,20200304,16,23844,0,3049,4795,957,260,911,1,162,2008,0,204,200,3049,506,0,0,0
FUELHH,20200304,17,23519,0,2999,4792,1046,320,917,1,171,2008,0,574,64,3049,988,0,0,0
FUELHH,20200304,18,23047,0,3037,4793,1121,584,914,1,161,2006,0,584,0,3041,1000,0,0,0
FUELHH,20200304,19,23131,0,3012,4774,1065,588,903,0,197,2008,0,716,0,3022,1000,0,0,0
FUELHH,20200304,20,23197,0,3014,4774,1011,686,892,1,195,2008,0,718,0,3016,1000,0,0,0
FUELHH,20200304,21,23424,0,3142,4779,940,52,772,0,159,2008,0,964,0,3018,1000,0,0,0
FUELHH,20200304,22,23174,0,3157,4778,873,0,753,0,200,2008,0,968,0,3004,1000,0,0,0
FUELHH,20200304,23,23162,0,3060,4776,887,128,607,0,191,2008,0,1056,0,2993,1000,0,0,0
FUELHH,20200304,24,23226,0,3086,4773,987,116,609,0,193,2008,0,1056,0,2966,1000,0,0,0
FUELHH,20200304,25,23433,0,3089,4772,1040,54,576,0,192,2008,0,1000,0,3021,1000,0,0,0
FUELHH,20200304,26,23713,0,3096,4771,1205,72,534,0,147,2008,0,1000,0,3023,1000,0,0,0
FUELHH,20200304,27,23844,0,3079,4772,1310,26,522,9,152,2008,0,998,0,2978,1000,0,0,0
FUELHH,20200304,28,23630,0,3054,4776,1379,0,523,18,170,2008,0,1000,0,2900,1000,0,0,0
FUELHH,20200304,29,23594,0,3116,4772,1432,0,517,17,205,2008,0,1000,0,2894,1000,0,0,0
FUELHH,20200304,30,23459,0,3182,4774,1538,58,528,90,206,2008,0,1000,0,2869,1000,0,0,0
FUELHH,20200304,31,23306,0,3288,4782,1534,32,645,390,174,2006,0,1000,0,2889,1000,0,0,0
FUELHH,20200304,32,24138,0,3252,4781,1522,128,686,398,149,2008,0,1000,0,2879,1000,0,0,0
FUELHH,20200304,33,24502,0,3296,4790,1529,298,728,359,157,2006,0,1000,0,2850,1020,0,0,0
FUELHH,20200304,34,24606,0,3358,4789,1475,912,750,340,182,2006,0,1000,0,2864,1020,0,0,0
FUELHH,20200304,35,24642,0,3389,4788,1398,1590,910,332,256,2008,0,1000,0,2876,1020,0,0,0
FUELHH,20200304,36,24738,0,3565,4790,1345,1734,996,293,282,2008,0,1000,0,2883,1020,0,0,0
FUELHH,20200304,37,25380,0,3591,4794,1405,1864,1044,401,322,2006,0,950,0,2884,1020,0,0,0
FUELHH,20200304,38,25287,0,3588,4794,1389,1874,1044,402,313,2008,0,950,0,2884,1020,0,0,0
FUELHH,20200304,39,24508,0,3523,4796,1401,1866,989,335,285,2006,0,1056,0,2883,1020,0,0,0
FUELHH,20200304,40,24305,0,3447,4793,1439,1744,979,137,290,2006,0,1056,0,2883,1020,0,0,0
FUELHH,20200304,41,24329,0,3357,4796,1319,1460,893,10,283,2006,0,1058,0,2885,1020,0,0,0
FUELHH,20200304,42,24023,0,3166,4797,1186,436,676,1,196,2006,0,1056,0,2864,1020,0,0,0
FUELHH,20200304,43,23317,0,2693,4795,1226,12,613,1,170,2008,0,964,0,2633,1000,0,0,0
FUELHH,20200304,44,22137,0,2154,4800,1273,0,607,0,150,2006,0,962,0,2238,1000,0,0,0
FUELHH,20200304,45,20425,0,2213,4800,1301,46,569,0,150,2006,0,968,0,1688,1000,0,0,0
FUELHH,20200304,46,19243,0,2064,4798,1389,6,593,1,150,2006,0,970,0,1059,1000,0,0,0
FUELHH,20200304,47,18607,0,1868,4796,1436,0,567,1,155,2006,0,998,0,544,1000,0,0,0
FUELHH,20200304,48,18323,0,1870,4798,1496,0,567,1,150,2006,0,1000,0,533,1000,0,0,0
FUELHH,20200305,1,18350,0,1869,4799,1539,0,538,1,150,2006,0,1000,0,528,1000,0,0,0
FUELHH,20200305,2,18747,0,1882,4794,1501,0,513,1,156,2006,0,1000,0,589,1000,0,0,0
FUELHH,20200305,3,18676,0,1825,4793,1480,0,513,1,150,2008,0,950,0,621,1000,0,0,0
FUELHH,20200305,4,18319,0,1825,4795,1497,0,513,0,150,2008,0,950,0,528,1000,0,0,0
FUELHH,20200305,5,17758,0,1863,4790,1550,0,513,1,149,2006,0,998,0,526,1000,0,0,0
FUELHH,20200305,6,17489,0,1848,4792,1564,0,510,1,151,2006,0,1000,0,531,1000,0,0,0
FUELHH,20200305,7,16894,0,1841,4790,1706,0,498,1,151,2008,0,1000,0,530,1000,0,0,0
FUELHH,20200305,8,16209,0,1792,4789,1945,0,499,0,157,2006,0,998,0,531,1000,0,0,0
FUELHH,20200305,9,15646,0,1780,4792,2259,0,490,1,152,2006,0,968,0,539,990,0,0,0
FUELHH,20200305,10,15679,0,1785,4793,2603,0,492,1,151,2004,0,822,0,533,934,0,0,0
FUELHH,20200305,11,17533,0,1814,4791,2755,0,529,0,155,1770,0,0,0,611,0,0,0,0
FUELHH,20200305,12,17495,0,1745,4794,3010,0,547,1,150,1766,0,0,0,1091,0,0,0,0
FUELHH,20200305,13,19264,0,1933,4793,3341,0,567,0,152,1606,0,0,0,1442,0,0,0,0
FUELHH,20200305,14,21029,0,2266,4794,3565,0,595,1,167,1610,0,0,0,1940,0,0,0,0
FUELHH,20200305,15,21638,0,2592,4796,3732,0,692,0,160,1912,0,376,0,2481,420,0,0,0
FUELHH,20200305,16,22679,0,2646,4794,3901,0,692,0,157,1918,0,406,0,2656,448,0,0,0
FUELHH,20200305,17,22995,0,2742,4796,4054,6,692,0,160,2006,0,638,0,2707,702,0,0,0
FUELHH,20200305,18,22966,0,2707,4798,4371,0,685,0,163,2008,0,642,0,2774,706,0,0,0
FUELHH,20200305,19,23310,0,2664,4791,4444,22,660,0,230,2006,0,740,0,2778,858,0,0,0
FUELHH,20200305,20,23034,0,2752,4796,4493,28,753,0,190,2008,0,740,0,2780,858,0,0,0
FUELHH,20200305,21,22767,0,2854,4791,4539,0,719,0,159,2008,0,688,0,2779,706,0,0,0
FUELHH,20200305,22,22716,0,2880,4790,4739,0,676,0,157,2008,0,692,0,2723,708,0,0,0
FUELHH,20200305,23,22153,0,2911,4792,4831,0,625,0,157,2006,0,1050,0,2661,996,0,0,0
FUELHH,20200305,24,21716,0,2906,4791,4929,0,625,0,196,2004,0,1056,0,2698,1000,0,0,0
FUELHH,20200305,25,21975,0,2949,4791,4960,0,628,0,168,2004,0,920,0,2595,868,0,0,0
FUELHH,20200305,26,22035,0,2933,4791,5025,0,613,0,156,2004,0,918,0,2515,868,0,0,0
FUELHH,20200305,27,21806,0,2963,4788,5097,0,628,0,156,2004,0,848,0,2429,988,0,0,0
FUELHH,20200305,28,21664,0,2974,4787,5187,0,628,0,157,2004,0,848,0,2239,984,0,0,0
FUELHH,20200305,29,22056,0,3011,4791,5126,22,645,0,159,2004,0,696,0,2242,708,0,0,0
FUELHH,20200305,30,21787,0,2917,4796,5047,0,658,0,157,2004,0,698,0,2511,708,0,0,0
FUELHH,20200305,31,21357,0,2826,4794,5047,0,661,0,157,2004,0,994,0,2451,996,0,0,0
FUELHH,20200305,32,22159,0,2918,4792,5030,24,674,0,174,2004,0,1000,0,2405,1000,0,0,0
FUELHH,20200305,33,22106,0,3082,4795,4966,286,710,0,181,2004,0,1000,0,2594,1020,0,0,0
FUELHH,20200305,34,22349,0,3428,4796,4915,522,738,28,216,2004,0,1000,0,2692,1020,0,0,0
FUELHH,20200305,35,22322,0,3691,4796,4890,1246,779,97,209,2004,0,998,0,2713,1020,0,0,0
FUELHH,20200305,36,22662,0,3828,4794,4951,1322,781,110,193,2004,0,1000,0,2726,1020,0,0,0
FUELHH,20200305,37,23069,0,3892,4791,4993,1440,794,110,220,2004,0,1056,0,2765,1020,0,0,0
FUELHH,20200305,38,23099,0,3924,4792,4975,1422,824,110,196,2004,0,1058,0,2834,1020,0,0,0
FUELHH,20200305,39,22752,0,3800,4792,4846,886,822,110,161,2002,0,1056,0,2922,1020,0,0,0
FUELHH,20200305,40,22545,0,3511,4792,4727,582,816,101,157,2004,0,1056,0,2777,1020,0,0,0
FUELHH,20200305,41,22021,0,3449,4792,4653,328,788,8,160,2002,0,1056,0,2264,1020,0,0,0
FUELHH,20200305,42,21455,0,3155,4792,4513,360,759,0,160,2002,0,1056,0,1625,1020,0,0,0
FUELHH,20200305,43,21114,0,2527,4791,4340,42,603,0,166,2002,80,1056,0,1128,1000,0,0,0
FUELHH,20200305,44,19709,0,2161,4792,4190,0,584,0,149,2002,130,1056,0,945,1000,0,0,0
FUELHH,20200305,45,18593,0,1742,4795,4029,0,566,0,149,2002,124,1000,0,698,1000,0,0,0
FUELHH,20200305,46,17161,0,1780,4797,3877,0,564,0,150,2002,86,1000,0,642,1000,0,0,0
FUELHH,20200305,47,15106,0,1741,4797,3763,18,531,0,154,2002,0,1000,0,650,1000,0,0,0
FUELHH,20200305,48,14326,0,1739,4799,3620,0,523,0,150,2002,0,1000,0,645,1000,0,0,0
FUELHH,20200306,1,14115,0,1773,4792,3513,0,494,0,151,2002,0,1000,68,652,1000,0,0,0
FUELHH,20200306,2,14302,0,1784,4795,3402,0,493,1,150,2002,60,998,142,658,1000,0,0,0
FUELHH,20200306,3,14269,0,1792,4795,3296,0,477,0,150,2004,16,1000,290,650,1000,0,0,0
FUELHH,20200306,4,14164,0,1793,4798,3219,0,460,1,149,2004,80,1000,298,638,1000,0,0,0
FUELHH,20200306,5,13768,0,1792,4796,3128,0,449,0,149,2002,84,1000,336,639,1000,0,0,0
FUELHH,20200306,6,13476,0,1792,4792,3086,0,447,0,149,2004,118,1000,336,650,1000,0,0,0
FUELHH,20200306,7,13339,0,1794,4794,3084,0,449,0,149,2002,78,1000,470,649,1000,0,0,0
FUELHH,20200306,8,13056,0,1795,4793,3044,0,453,0,150,2004,110,1000,490,654,1000,0,0,0
FUELHH,20200306,9,12898,0,1794,4788,2962,0,453,0,149,2004,84,1000,504,664,1000,0,0,0
FUELHH,20200306,10,13043,0,1796,4790,2835,0,457,0,150,2004,100,1000,504,647,1000,0,0,0
FUELHH,20200306,11,13142,0,1797,4792,2709,0,484,0,150,2004,140,950,504,665,1000,0,0,0
FUELHH,20200306,12,14152,0,1893,4787,2542,0,487,0,151,2004,140,950,504,854,1000,0,0,0
FUELHH,20200306,13,16277,0,2263,4790,2447,196,542,0,150,2004,140,998,486,1362,1000,0,0,0
