HDR,Settlement Date,SP,CCGT,Oil,Coal,Nuclear,Wind,PS,NPSHyd,OCGT,Other,INTFR,INTIRL,INTNED,INTEW,Biomass,INTNEM,INTELEC,INTIFA2,INTNSL
FUELHH,20200201,1,4943,0,701,6317,11079,0,762,1,142,0,82,0,504,1122,0,0,0,0
FUELHH,20200201,2,5238,0,700,6313,10810,0,762,1,187,0,82,0,504,1231,0,0,0,0
FUELHH,20200201,3,5280,0,701,6317,10587,0,762,1,163,0,82,0,504,1225,202,0,0,0
FUELHH,20200201,4,5135,0,701,6319,10438,0,764,1,151,0,82,0,504,1206,210,0,0,0
FUELHH,20200201,5,4858,0,701,6322,10387,0,761,1,140,0,82,0,504,1081,410,0,0,0
FUELHH,20200201,6,4787,0,701,6324,10295,0,762,1,142,0,82,0,504,1067,412,0,0,0
FUELHH,20200201,7,4084,0,701,6321,10399,0,760,1,145,0,82,0,504,1023,634,0,0,0
FUELHH,20200201,8,3916,0,701,6322,10118,0,760,1,136,0,82,0,504,965,636,0,0,0
FUELHH,20200201,9,4241,0,744,6317,9896,0,759,1,177,0,82,0,504,1003,0,0,0,0
FUELHH,20200201,10,4060,0,749,6319,9961,0,759,1,140,0,82,0,504,1042,0,0,0,0
FUELHH,20200201,11,4745,0,749,6323,10299,0,760,1,140,0,82,0,504,1084,0,0,0,0
FUELHH,20200201,12,4854,0,750,6318,10292,0,762,2,140,0,82,0,504,1220,0,0,0,0
FUELHH,20200201,13,4695,0,750,6320,10483,0,761,1,140,0,82,0,504,1328,86,0,0,0
FUELHH,20200201,14,4518,0,750,6319,10743,0,760,2,170,0,82,0,504,1391,110,0,0,0
FUELHH,20200201,15,3879,0,750,6320,10679,198,761,5,149,910,82,0,504,1592,0,0,0,0
FUELHH,20200201,16,4046,0,750,6317,10673,306,761,2,158,1224,82,0,504,1821,0,0,0,0
FUELHH,20200201,17,4369,0,750,6319,10760,268,823,1,151,1598,82,0,504,1984,722,0,0,0
FUELHH,20200201,18,5124,0,750,6316,10959,512,761,1,164,1606,82,0,504,2031,750,0,0,0
FUELHH,20200201,19,4658,0,751,6323,11139,330,765,1,164,1704,82,386,504,2026,852,0,0,0
FUELHH,20200201,20,4468,0,750,6328,11195,320,747,1,134,1704,82,430,504,2027,854,0,0,0
FUELHH,20200201,21,3856,0,750,6328,11621,322,742,2,131,1704,32,580,504,2020,854,0,0,0
FUELHH,20200201,22,3567,0,749,6317,11131,340,723,2,146,1706,22,584,504,2015,854,0,0,0
FUELHH,20200201,23,3610,0,749,6318,10920,346,723,1,139,1706,0,706,452,2014,830,0,0,0
FUELHH,20200201,24,3498,0,750,6320,11559,0,729,3,139,1706,0,708,402,2013,830,0,0,0
FUELHH,20200201,25,4050,0,748,6318,11590,68,728,4,176,1608,0,350,252,1888,532,0,0,0
FUELHH,20200201,26,4102,0,748,6322,11588,318,718,2,135,1606,20,340,170,1825,528,0,0,0
FUELHH,20200201,27,4007,0,749,6321,11497,0,719,2,136,1606,0,534,172,1886,782,0,0,0
FUELHH,20200201,28,4017,0,749,6317,11219,0,737,3,145,1606,0,536,170,1919,786,0,0,0
FUELHH,20200201,29,3787,0,770,6316,11369,68,746,1,133,1684,0,736,176,1938,844,0,0,0
FUELHH,20200201,30,3872,0,792,6323,11476,152,750,1,134,1686,0,738,90,1971,846,0,0,0
FUELHH,20200201,31,4328,0,840,6309,11540,480,754,0,133,1804,0,788,0,2040,902,0,0,0
FUELHH,20200201,32,4939,0,909,6308,11676,492,756,1,136,1804,0,788,0,2039,902,0,0,0
FUELHH,20200201,33,6307,0,986,6313,11472,552,756,1,138,2000,0,996,0,2034,1018,0,0,0
FUELHH,20200201,34,8030,0,1039,6311,11384,522,765,1,140,2002,0,1000,0,2036,1020,0,0,0
FUELHH,20200201,35,10435,0,1138,6314,10730,1012,855,1,177,2002,0,1000,0,2033,1020,0,0,0
FUELHH,20200201,36,12163,0,1138,6315,10182,1030,997,1,144,2002,0,1000,0,2026,1020,0,0,0
FUELHH,20200201,37,12590,0,1115,6320,9547,894,993,1,208,2002,0,1056,0,2032,1020,0,0,0
FUELHH,20200201,38,12392,0,1157,6312,9091,1038,993,1,201,2002,0,1058,0,2024,1020,0,0,0
FUELHH,20200201,39,11791,0,1136,6316,8765,1210,966,1,160,2002,0,1056,0,2076,1020,0,0,0
FUELHH,20200201,40,11938,0,1101,6319,8420,688,938,1,144,2002,0,1058,0,2244,1020,0,0,0
FUELHH,20200201,41,11994,0,1080,6316,7921,78,909,1,136,2002,0,1058,0,2436,1020,0,0,0
FUELHH,20200201,42,11129,0,1071,6320,7568,0,909,1,141,2002,0,1058,0,2599,1020,0,0,0
FUELHH,20200201,43,10943,0,1043,6319,6762,0,894,0,127,2002,0,1058,0,2612,1000,0,0,0
FUELHH,20200201,44,10375,0,1166,6322,6313,0,875,0,127,2002,0,1056,0,2629,1000,0,0,0
FUELHH,20200201,45,9510,0,1207,6317,5969,16,791,0,157,1806,0,904,0,2663,904,0,0,0
FUELHH,20200201,46,9007,0,1204,6320,5401,86,790,1,138,1804,0,902,0,2690,902,0,0,0
FUELHH,20200201,47,8642,0,1207,6317,4474,122,787,1,152,1708,0,854,0,2705,854,0,0,0
FUELHH,20200201,48,8284,0,1048,6313,4160,0,789,1,128,1708,0,852,0,2695,854,0,0,0
FUELHH,20200202,1,8253,0,770,6316,3910,8,887,0,137,1708,0,850,0,2685,854,0,0,0
FUELHH,20200202,2,8790,0,762,6316,3450,0,886,0,166,1708,0,850,0,2684,854,0,0,0
FUELHH,20200202,3,8822,0,829,6310,3215,0,884,1,128,1608,0,804,58,2689,804,0,0,0
FUELHH,20200202,4,8246,0,831,6310,3213,0,884,1,123,1608,0,804,212,2700,806,0,0,0
FUELHH,20200202,5,7819,0,826,6308,2772,0,884,1,128,1608,0,804,348,2716,804,0,0,0
FUELHH,20200202,6,7635,0,832,6310,2627,0,874,0,127,1608,0,804,350,2722,804,0,0,0
FUELHH,20200202,7,7403,0,821,6310,2457,0,870,0,126,1510,0,760,330,2735,758,0,0,0
FUELHH,20200202,8,7541,0,664,6310,2120,0,870,0,126,1510,0,758,322,2751,758,0,0,0
FUELHH,20200202,9,7259,0,626,6313,2153,0,883,0,126,1508,0,756,418,2754,756,0,0,0
FUELHH,20200202,10,7016,0,664,6311,2332,0,883,0,126,1508,14,756,412,2755,756,0,0,0
FUELHH,20200202,11,6863,0,697,6312,2280,0,902,0,125,1608,82,286,502,2755,996,0,0,0
FUELHH,20200202,12,6927,0,690,6314,2309,0,902,0,125,1608,88,270,504,2756,1000,0,0,0
FUELHH,20200202,13,7131,0,618,6318,2611,0,902,0,125,1706,88,376,504,2753,1000,0,0,0
FUELHH,20200202,14,7105,0,614,6320,3207,0,911,0,161,1706,88,378,504,2755,1000,0,0,0
FUELHH,20200202,15,7144,0,618,6317,3752,0,949,1,138,1706,88,838,504,2754,1000,0,0,0
FUELHH,20200202,16,7509,0,632,6315,3902,0,957,0,133,1706,88,850,504,2755,1000,0,0,0
FUELHH,20200202,17,8659,0,771,6318,4314,0,958,0,133,1804,88,624,504,2754,1000,0,0,0
FUELHH,20200202,18,9721,0,756,6315,4552,26,952,0,142,1804,88,626,504,2753,1000,0,0,0
FUELHH,20200202,19,10276,0,700,6315,4685,64,1030,0,166,1904,88,1008,504,2750,1000,0,0,0
FUELHH,20200202,20,10575,0,701,6318,4906,0,1029,74,241,1904,88,1018,504,2748,1000,0,0,0
FUELHH,20200202,21,10512,0,690,6321,5697,0,1028,93,194,1904,88,952,504,2744,1000,0,0,0
FUELHH,20200202,22,10468,0,692,6309,6319,46,1028,47,164,1904,88,952,504,2756,1000,0,0,0
FUELHH,20200202,23,10575,0,719,6309,6510,30,1011,46,162,1904,88,950,504,2693,950,0,0,0
FUELHH,20200202,24,10402,0,719,6315,6911,0,1010,0,144,1904,68,950,504,2701,950,0,0,0
FUELHH,20200202,25,10393,0,845,6315,7310,16,993,0,141,1904,82,852,504,2700,950,0,0,0
FUELHH,20200202,26,9692,0,938,6316,7865,0,869,0,141,1904,38,852,504,2710,952,0,0,0
FUELHH,20200202,27,8859,0,1107,6318,8562,0,866,0,141,1904,50,708,504,2728,952,0,0,0
FUELHH,20200202,28,8605,0,1097,6316,8628,0,874,0,164,1904,62,630,504,2744,952,0,0,0
FUELHH,20200202,29,8911,0,1077,6321,8952,0,918,0,142,1904,88,0,504,2749,950,0,0,0
FUELHH,20200202,30,8786,0,1088,6321,9362,0,919,0,143,1904,88,0,504,2754,950,0,0,0
FUELHH,20200202,31,7944,0,1091,6316,9474,136,918,0,142,2002,88,780,504,2750,1000,0,0,0
FUELHH,20200202,32,8476,0,1080,6310,9248,154,918,0,131,2004,88,940,504,2733,1000,0,0,0
FUELHH,20200202,33,9077,0,1076,6310,9533,514,1038,0,143,2002,88,800,504,2727,1020,0,0,0
FUELHH,20200202,34,9399,0,1093,6308,9980,1106,1022,0,162,2004,88,798,504,2733,1020,0,0,0
FUELHH,20200202,35,10606,0,1180,6307,9723,1248,1036,1,170,2002,88,996,504,2738,1020,0,0,0
FUELHH,20200202,36,10593,0,1192,6313,10152,1302,1035,0,153,2002,88,1000,504,2737,1020,0,0,0
FUELHH,20200202,37,10049,0,1135,6310,10335,1088,1036,0,154,2002,88,1056,504,2724,1020,0,0,0
FUELHH,20200202,38,9192,0,1088,6317,10388,1164,1036,0,150,2002,88,1058,504,2727,1020,0,0,0
FUELHH,20200202,39,9334,0,1069,6317,10383,302,1008,0,166,2004,88,1058,440,2727,1020,0,0,0
FUELHH,20200202,40,8247,0,1039,6323,10681,0,967,0,141,2002,88,1056,472,2730,1020,0,0,0
FUELHH,20200202,41,6989,0,1128,6320,10807,0,851,0,136,1904,88,952,504,2729,950,0,0,0
FUELHH,20200202,42,5546,0,1061,6323,10883,0,851,0,136,1904,88,950,504,2730,952,0,0,0
FUELHH,20200202,43,5008,0,776,6320,11087,20,832,0,148,1706,64,656,504,2728,838,0,0,0
FUELHH,20200202,44,3817,0,775,6319,11036,0,791,0,144,1706,0,648,504,2511,838,0,0,0
FUELHH,20200202,45,3534,0,774,6319,11227,26,819,0,141,812,0,138,504,2683,18,0,0,0
FUELHH,20200202,46,2958,0,774,6322,11210,0,780,1,136,766,0,124,504,2288,0,0,0,0
FUELHH,20200202,47,2841,0,774,6322,11104,0,780,0,183,0,42,0,504,2318,0,0,0,0
FUELHH,20200202,48,2949,0,751,6319,10985,0,771,0,136,0,66,0,504,2457,0,0,0,0
FUELHH,20200203,1,2611,0,751,6318,11026,0,729,0,139,0,0,0,504,2529,0,0,0,0
FUELHH,20200203,2,2824,0,750,6313,11098,0,721,0,203,0,0,0,504,2424,0,0,0,0
FUELHH,20200203,3,2904,0,750,6315,11054,0,705,0,137,0,0,0,504,2564,222,0,0,0
FUELHH,20200203,4,3005,0,727,6314,10929,0,691,0,152,0,0,0,504,2710,230,0,0,0
FUELHH,20200203,5,3168,0,752,6313,10694,0,688,0,147,0,0,0,504,2749,0,0,0,0
FUELHH,20200203,6,3053,0,750,6312,10684,0,688,0,144,0,0,0,504,2741,0,0,0,0
FUELHH,20200203,7,2870,0,750,6312,10640,0,686,0,182,0,0,0,504,2726,0,0,0,0
FUELHH,20200203,8,2696,0,749,6313,10665,0,686,1,137,0,0,0,504,2656,0,0,0,0
FUELHH,20200203,9,2799,0,751,6314,10553,0,689,1,163,0,0,0,504,2687,0,0,0,0
FUELHH,20200203,10,3048,0,750,6312,10573,0,713,0,137,0,0,0,504,2649,0,0,0,0
FUELHH,20200203,11,3650,0,772,6313,10506,0,780,1,140,0,0,0,504,2670,0,0,0,0
FUELHH,20200203,12,3989,0,800,6313,10616,0,736,0,136,0,0,0,504,2772,0,0,0,0
FUELHH,20200203,13,5017,0,1002,6315,10966,0,717,0,136,0,62,0,504,2694,6,0,0,0
FUELHH,20200203,14,7493,0,1314,6312,11193,0,718,0,169,0,68,0,504,2776,46,0,0,0
FUELHH,20200203,15,8039,0,1479,6315,11413,0,730,0,136,1644,0,280,504,2790,488,0,0,0
FUELHH,20200203,16,9453,0,1624,6312,11234,0,729,0,141,1960,0,302,450,2785,500,0,0,0
FUELHH,20200203,17,9034,0,1508,6308,11351,0,717,0,144,2004,0,1034,298,2779,988,0,0,0
FUELHH,20200203,18,8736,0,1620,6307,11529,16,716,0,158,2004,0,1058,214,2772,1000,0,0,0
FUELHH,20200203,19,8974,0,1670,6308,11723,0,698,0,148,2004,0,1058,66,2766,1000,0,0,0
FUELHH,20200203,20,8935,0,1709,6307,11717,0,694,0,142,2004,0,1056,0,2759,1000,0,0,0
FUELHH,20200203,21,8755,0,1708,6312,11874,0,698,0,141,2004,0,844,0,2749,1000,0,0,0
FUELHH,20200203,22,8312,0,1600,6309,12093,0,713,0,142,2004,0,842,8,2768,1000,0,0,0
FUELHH,20200203,23,8152,0,1491,6321,11845,0,706,0,138,2004,0,1054,8,2763,1000,0,0,0
FUELHH,20200203,24,8304,0,1449,6300,11652,0,700,0,146,2004,0,1056,58,2762,1000,0,0,0
FUELHH,20200203,25,8700,0,1613,6302,11475,8,700,0,208,2004,0,1000,212,2762,1000,0,0,0
FUELHH,20200203,26,8661,0,1704,6304,11596,0,715,1,164,2004,0,1000,348,2763,1000,0,0,0
FUELHH,20200203,27,8603,0,1694,6305,11728,30,716,1,140,2004,0,984,342,2763,1000,0,0,0
FUELHH,20200203,28,8995,0,1714,6304,11662,0,717,1,139,2004,0,984,334,2763,1000,0,0,0
FUELHH,20200203,29,9448,0,1716,6298,11215,10,717,1,143,2004,0,1000,460,2756,1000,0,0,0
FUELHH,20200203,30,10056,0,1714,6300,10868,0,716,2,141,2004,0,1000,466,2768,1000,0,0,0
FUELHH,20200203,31,10419,0,1492,6298,10614,582,715,3,141,2004,0,1000,410,2765,1000,0,0,0
FUELHH,20200203,32,10859,0,1562,6300,10902,582,722,2,145,2004,0,1000,414,2770,1000,0,0,0
FUELHH,20200203,33,11671,0,1597,6298,10578,1080,750,2,153,2004,0,802,344,2784,1020,0,0,0
FUELHH,20200203,34,12549,0,1698,6300,10634,1076,735,2,166,2004,0,798,370,2781,1020,0,0,0
FUELHH,20200203,35,13351,0,1676,6295,11041,1420,754,2,258,2004,0,996,222,2786,1020,0,0,0
FUELHH,20200203,36,13803,0,1698,6300,11256,1232,762,2,254,2004,0,1000,150,2788,1020,0,0,0
FUELHH,20200203,37,13690,0,1714,6297,10849,1394,765,2,218,2004,30,1056,80,2789,1020,0,0,0
FUELHH,20200203,38,13163,0,1715,6303,11129,1158,773,2,198,2004,0,1058,78,2790,1020,0,0,0
FUELHH,20200203,39,12160,0,1715,6298,11026,1372,780,2,165,2004,14,1058,242,2787,1020,0,0,0
FUELHH,20200203,40,11307,0,1680,6300,11281,1118,778,1,145,2004,0,1058,312,2792,1020,0,0,0
FUELHH,20200203,41,9904,0,1458,6302,11619,836,780,0,134,2004,0,1032,458,2780,1020,0,0,0
FUELHH,20200203,42,8470,0,1318,6300,11484,696,780,0,133,2002,0,1032,504,2793,1020,0,0,0
FUELHH,20200203,43,7179,0,1228,6302,11681,430,782,0,141,1708,0,856,504,2794,854,0,0,0
FUELHH,20200203,44,5767,0,1097,6305,11643,0,778,0,133,1704,0,854,498,2758,852,0,0,0
FUELHH,20200203,45,4812,0,1087,6300,11610,34,751,0,145,1510,0,422,376,2467,610,0,0,0
FUELHH,20200203,46,4067,0,1025,6301,11716,0,746,0,134,1508,0,410,224,1769,608,0,0,0
FUELHH,20200203,47,4546,0,1092,6299,11427,0,747,0,161,886,0,0,152,1590,0,0,0,0
FUELHH,20200203,48,4515,0,1107,6300,11129,0,749,0,159,868,0,0,136,1616,0,0,0,0
FUELHH,20200204,1,4902,0,1113,6302,10948,0,675,0,133,464,54,0,230,1807,0,0,0,0
FUELHH,20200204,2,4888,0,1027,6299,10994,0,671,0,133,454,82,0,320,1773,0,0,0,0
FUELHH,20200204,3,4397,0,933,6301,10909,0,637,0,133,214,82,0,456,1602,208,0,0,0
FUELHH,20200204,4,4285,0,750,6303,10891,0,639,0,133,210,82,0,504,1451,220,0,0,0
FUELHH,20200204,5,4275,0,750,6303,10785,0,641,0,136,434,82,0,504,1565,74,0,0,0
FUELHH,20200204,6,4176,0,749,6303,10785,0,638,0,133,436,82,0,504,1564,72,0,0,0
FUELHH,20200204,7,3878,0,750,6302,10717,0,647,0,133,1232,82,0,504,1536,0,0,0,0
